Season,Race,Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,Driver Rating
2020,19,Matt Kenseth,14,21,17,3,29,20,-16,70,86,6,8.6,0,20,7.5,0,0,267,66.3
2020,19,Daniel Suarez,37,28,18,13,37,25,-6,27,33,4,14.8,0,2,0.7,0,0,267,50.8
2020,19,John Hunter Nemechek,30,15,19,3,30,18,-8,82,90,25,30.5,2,70,26.3,0,0,266,64.3
2020,19,Ryan Blaney,4,3,20,1,23,6,-18,28,46,23,82.1,18,225,84.6,15,5.6,266,98.3
2020,19,Corey LaJoie,31,29,21,13,31,25,2,44,42,1,2.3,2,9,3.4,0,0,266,54.2
2020,19,J.J. Yeley,28,31,22,5,32,28,-4,6,10,0,0,0,1,0.4,0,0,265,45.7
2020,19,Christopher Bell,22,16,23,9,27,19,11,87,76,24,27.6,0,69,26.1,0,0,264,65.8
2020,19,Quin Houff,32,34,24,24,39,32,1,22,21,0,0,0,0,0,0,0,260,38.5
2020,19,Josh Bilicki,33,33,25,24,40,32,11,28,17,0,0,3,0,0,0,0,260,36.6
2020,19,Garrett Smithley,26,35,26,26,39,32,-7,16,23,0,0,2,0,0,0,0,260,40.8
2020,19,Austin Dillon,16,22,27,7,31,23,1,55,54,12,21.8,0,34,13.5,0,0,251,55
2020,19,Ryan Newman,18,19,28,12,32,24,-2,62,64,10,16.1,5,9,3.6,0,0,251,52.3
2020,19,Joey Gase,34,36,29,27,39,34,3,22,19,0,0,1,0,0,0,0,251,31.8
2020,19,Brennan Poole,29,37,30,29,38,35,3,18,15,0,0,0,0,0,0,0,219,40.8
2020,19,Reed Sorenson,39,32,31,26,39,32,11,24,13,0,0,0,0,0,0,0,216,36.3
2020,19,Jimmie Johnson,20,9,32,1,27,19,-5,56,61,28,50,1,133,66.5,0,0,200,65.9
2020,19,Chris Buescher,13,25,33,12,30,27,-8,39,47,1,2.6,1,7,3.8,0,0,182,51
2020,19,Ryan Preece,35,23,34,11,35,27,8,56,48,2,3.6,0,5,2.8,0,0,181,52.2
2020,19,Joey Logano,2,12,35,1,33,20,15,52,37,24,46.2,3,116,65.9,27,15.3,176,81.7
2020,19,Matt DiBenedetto,12,14,36,6,19,21,7,57,50,42,73.7,1,159,90.9,0,0,175,75.6
2020,19,Bubba Wallace,17,27,37,10,29,27,-8,61,69,3,4.9,0,9,5.3,0,0,170,55.2
2020,19,Timmy Hill,38,38,38,34,39,38,-3,8,11,0,0,0,0,0,0,0,116,26.7
2020,19,B.J. McLeod,40,39,39,38,40,39,0,4,4,0,0,0,0,0,0,0,66,23.8
2020,19,"Ricky Stenhouse, Jr.",25,40,40,8,31,35,-11,33,44,2,6.1,0,15,25.9,0,0,58,44.2
2020,18,Austin Dillon,21,11,1,1,29,14,10,106,96,44,41.5,7,183,54.8,22,6.6,334,91.4
2020,18,Tyler Reddick,24,29,2,1,29,15,-1,68,69,36,52.9,8,176,52.7,5,1.5,334,88.1
2020,18,Joey Logano,9,1,3,1,23,7,-1,102,103,70,68.6,12,294,88,22,6.6,334,109.3
2020,18,Kyle Busch,4,26,4,1,26,7,5,79,74,58,73.4,11,298,89.2,11,3.3,334,111
2020,18,Kevin Harvick,5,3,5,1,33,8,25,146,121,97,66.4,22,305,91.3,40,12,334,116.1
2020,18,Erik Jones,23,2,6,1,23,9,5,94,89,69,73.4,10,300,89.8,7,2.1,334,96.9
2020,18,Ryan Blaney,2,23,7,1,27,5,-2,96,98,67,69.8,86,298,89.2,150,44.9,334,135.9
2020,18,Kurt Busch,3,4,8,2,17,8,19,104,85,87,83.7,5,334,100,0,0,334,97.6
2020,18,Brad Keselowski,6,12,9,1,29,11,-7,109,116,74,67.9,6,268,80.2,15,4.5,334,85.8
2020,18,Aric Almirola,1,5,10,1,34,10,-5,117,122,59,50.4,42,251,75.1,35,10.5,334,110.3
2020,18,Clint Bowyer,17,28,11,5,28,17,9,109,100,51,46.8,3,153,45.8,0,0,334,83.5
2020,18,Chase Elliott,8,25,12,3,34,13,1,145,144,48,33.1,12,182,54.5,0,0,334,83.2
2020,18,Ryan Newman,15,18,13,3,31,18,-11,109,120,47,43.1,1,125,37.4,0,0,334,70.2
2020,18,Bubba Wallace,14,19,14,4,31,20,-22,114,136,40,35.1,2,81,24.3,0,0,334,66.1
2020,18,Michael McDowell,34,22,15,12,34,23,-6,90,96,13,14.4,0,33,9.9,0,0,334,60
2020,18,Corey LaJoie,36,21,16,3,36,23,-15,97,112,20,20.6,1,44,13.2,0,0,334,55.9
2020,18,Matt DiBenedetto,11,8,17,1,24,11,0,112,112,67,59.8,7,266,79.6,1,0.3,334,84.2
2020,18,Matt Kenseth,22,10,18,3,34,19,2,113,111,28,24.8,1,96,28.7,0,0,334,64.1
2020,18,Chris Buescher,16,6,19,4,28,17,-2,98,100,47,48,8,158,47.4,0,0,333,88.3
2020,18,Denny Hamlin,7,24,20,1,24,9,-15,108,123,77,71.3,9,265,79.6,11,3.3,333,87.1
2020,18,Christopher Bell,33,17,21,3,33,22,-15,72,87,12,16.7,1,23,6.9,0,0,331,58.6
2020,18,John Hunter Nemechek,28,20,22,5,31,24,5,85,80,10,11.8,0,13,3.9,0,0,331,51.2
2020,18,Daniel Suarez,37,31,23,16,37,29,8,48,40,0,0,0,0,0,0,0,329,48.3
2020,18,J.J. Yeley,35,30,24,10,35,29,8,19,11,0,0,0,2,0.6,0,0,328,43.2
2020,18,Gray Gaulding,29,32,25,12,35,31,-1,28,29,0,0,0,1,0.3,0,0,323,40.8
2020,18,Jimmie Johnson,20,39,26,7,40,27,42,98,56,30,30.6,6,70,21.7,0,0,322,61.5
2020,18,Brennan Poole,32,35,27,13,40,32,6,42,36,0,0,3,1,0.3,0,0,322,43.2
2020,18,Reed Sorenson,40,34,28,27,40,33,12,25,13,0,0,1,0,0,0,0,322,35.9
2020,18,"Martin Truex, Jr.",10,7,29,1,33,17,8,81,73,45,55.6,13,176,55,15,4.7,320,76.8
2020,18,Alex Bowman,12,14,30,1,27,13,-11,83,94,45,54.2,4,228,71.5,0,0,319,70.6
2020,18,Josh Bilicki,27,38,31,27,40,37,2,22,20,0,0,1,0,0,0,0,318,29.6
2020,18,Joey Gase,31,37,32,31,40,37,-4,22,26,0,0,0,0,0,0,0,318,28.5
2020,18,B.J. McLeod,39,36,33,32,40,37,11,28,17,0,0,0,0,0,0,0,318,30.5
2020,18,Quin Houff,26,33,34,13,36,32,-4,19,23,0,0,0,1,0.3,0,0,295,34.2
2020,18,Ty Dillon,30,15,35,6,32,24,-24,93,117,24,25.8,0,25,9.5,0,0,263,48
2020,18,Timmy Hill,38,40,36,34,40,37,1,20,19,0,0,0,0,0,0,0,254,28.2
2020,18,William Byron,18,27,37,3,29,18,0,75,75,40,53.3,3,181,71.8,0,0,252,68.4
2020,18,"Ricky Stenhouse, Jr.",13,9,38,6,28,24,5,89,84,27,30.3,0,91,41.2,0,0,221,66.8
2020,18,Cole Custer,19,13,39,10,26,24,5,81,76,21,25.9,3,79,36.1,0,0,219,66.8
2020,18,Ryan Preece,25,16,40,8,35,28,6,78,72,7,9,0,9,4.1,0,0,217,53.7
2020,17,Cole Custer,29,14,1,1,29,14,41,100,59,54,54,5,181,67.8,5,1.9,267,95.5
2020,17,"Martin Truex, Jr.",9,6,2,1,26,7,12,72,60,40,55.6,27,235,88,57,21.3,267,116.6
2020,17,Matt DiBenedetto,10,4,3,1,24,7,-3,69,72,49,71,4,245,91.8,1,0.4,267,109.1
2020,17,Kevin Harvick,3,22,4,1,23,12,6,76,70,36,47.4,3,169,63.3,11,4.1,267,91.5
2020,17,Kurt Busch,7,11,5,3,19,9,-6,58,64,47,81,28,263,98.5,0,0,267,103.9
2020,17,Ryan Blaney,11,2,6,1,16,5,0,55,55,44,80,33,260,97.4,18,6.7,267,119.5
2020,17,Christopher Bell,34,21,7,2,34,19,18,81,63,22,27.2,1,60,22.5,0,0,267,71.4
2020,17,Aric Almirola,4,1,8,1,24,7,-9,48,57,25,52.1,36,229,85.8,128,47.9,267,130.5
2020,17,Brad Keselowski,6,15,9,1,25,9,1,60,59,31,51.7,6,217,81.3,34,12.7,267,96.2
2020,17,Tyler Reddick,24,12,10,6,25,17,33,111,78,33,29.7,7,98,36.7,0,0,267,75.4
2020,17,William Byron,21,20,11,1,22,15,15,72,57,40,55.6,1,141,52.8,4,1.5,267,77.2
2020,17,Denny Hamlin,12,16,12,4,28,18,-14,80,94,34,42.5,1,121,45.3,0,0,267,69.8
2020,17,Austin Dillon,19,10,13,4,26,12,22,79,57,52,65.8,1,210,78.7,0,0,267,81.8
2020,17,Clint Bowyer,15,9,14,2,27,10,-13,65,78,52,80,6,238,89.1,0,0,267,90.5
2020,17,Joey Logano,2,3,15,1,21,6,-20,47,67,33,70.2,3,254,95.1,0,0,267,106.9
2020,17,Ty Dillon,33,23,16,3,33,21,8,78,70,23,29.5,0,43,16.1,0,0,267,62
2020,17,Ryan Newman,23,24,17,7,29,22,-9,59,68,1,1.7,1,1,0.4,0,0,267,58.1
2020,17,Jimmie Johnson,20,8,18,3,24,11,11,98,87,48,49,14,212,79.4,0,0,267,89.5
2020,17,Alex Bowman,5,5,19,4,25,10,-16,57,73,24,42.1,11,204,76.4,0,0,267,90.7
2020,17,Chris Buescher,13,18,20,9,24,16,-15,69,84,17,24.6,1,89,33.3,0,0,267,71.4
2020,17,Kyle Busch,1,13,21,1,25,13,-9,75,84,42,56,4,192,71.9,9,3.4,267,72.3
2020,17,Erik Jones,16,17,22,2,25,17,6,84,78,17,20.2,0,48,18,0,0,267,66.5
2020,17,Chase Elliott,8,7,23,2,24,8,-19,52,71,27,51.9,12,224,83.9,0,0,267,91
2020,17,Michael McDowell,30,27,24,3,32,23,-2,58,60,10,17.2,0,36,13.5,0,0,267,54
2020,17,Matt Kenseth,17,19,25,11,31,23,7,70,63,5,7.1,8,4,1.5,0,0,267,58.1
2020,17,Daniel Suarez,37,31,26,20,37,29,11,26,15,0,0,0,0,0,0,0,267,42.2
2020,17,Bubba Wallace,18,26,27,18,31,27,-15,20,35,0,0,0,0,0,0,0,265,46.3
2020,17,Corey LaJoie,27,30,28,24,34,29,-8,27,35,0,0,0,0,0,0,0,264,41.7
2020,17,"Ricky Stenhouse, Jr.",14,28,29,9,32,25,-9,37,46,7,18.9,1,26,9.8,0,0,264,55.9
2020,17,J.J. Yeley,36,33,30,8,36,32,-4,3,7,0,0,1,1,0.4,0,0,260,35.9
2020,17,Brennan Poole,31,32,31,7,33,31,-4,7,11,0,0,1,1,0.4,0,0,259,38.6
2020,17,Josh Bilicki,26,35,32,26,37,35,3,8,5,0,0,0,0,0,0,0,257,32.3
2020,17,Garrett Smithley,25,36,33,25,38,36,5,10,5,0,0,1,0,0,0,0,257,28.8
2020,17,Joey Gase,35,37,34,34,38,35,1,6,5,0,0,2,0,0,0,0,257,26.7
2020,17,Quin Houff,28,34,35,28,36,35,-1,3,4,0,0,1,0,0,0,0,255,29.9
2020,17,John Hunter Nemechek,22,29,36,15,32,28,-9,23,32,0,0,1,1,0.4,0,0,248,42.4
2020,17,Timmy Hill,38,38,37,35,38,37,-5,3,8,0,0,2,0,0,0,0,170,25.9
2020,17,Ryan Preece,32,25,38,13,32,29,-4,35,39,2,5.7,0,2,1.3,0,0,159,41.8
2020,16,Kevin Harvick,11,5,1,1,40,4,-26,40,66,34,85,29,153,95,68,42.2,161,142.3
2020,16,Matt Kenseth,21,9,2,1,21,8,24,45,21,30,66.7,6,147,91.3,12,7.5,161,113.3
2020,16,Aric Almirola,5,15,3,3,32,12,-18,58,76,29,50,4,98,60.9,0,0,161,98.2
2020,16,Brad Keselowski,9,11,4,2,22,9,24,48,24,37,77.1,2,149,92.5,0,0,161,104.3
2020,16,Cole Custer,30,14,5,2,30,12,4,39,35,28,71.8,1,116,72,0,0,161,92.3
2020,16,Kyle Busch,7,7,6,2,22,8,13,44,31,43,97.7,2,157,97.5,0,0,161,104.5
2020,16,Michael McDowell,27,24,7,6,32,18,29,63,34,21,33.3,0,53,32.9,0,0,161,75.8
2020,16,Tyler Reddick,13,18,8,5,26,17,-3,60,63,19,31.7,2,53,32.9,0,0,161,81.2
2020,16,Bubba Wallace,17,16,9,8,23,16,-13,57,70,19,33.3,3,68,42.2,0,0,161,77.8
2020,16,Joey Logano,1,21,10,1,24,11,-14,39,53,16,41,4,85,52.8,14,8.7,161,93.9
2020,16,Chase Elliott,10,6,11,1,21,6,2,43,41,33,76.7,21,155,96.3,26,16.1,161,114.6
2020,16,Christopher Bell,35,12,12,2,35,14,5,0,0,22,9.1,2,99,61.5,0,0,161,92.5
2020,16,Kurt Busch,2,4,13,2,33,15,4,47,43,16,34,0,89,55.3,0,0,161,81.5
2020,16,Ty Dillon,29,20,14,3,29,17,-1,53,54,17,32.1,0,66,41,0,0,161,71.7
2020,16,John Hunter Nemechek,19,17,15,7,33,18,1,69,68,19,27.5,0,39,24.2,0,0,161,69.7
2020,16,Clint Bowyer,22,10,16,2,23,11,2,52,50,34,65.4,0,132,82,0,0,161,84.5
2020,16,Ross Chastain,32,22,17,1,33,22,4,46,42,5,10.9,0,18,11.2,1,0.6,161,61.8
2020,16,Austin Dillon,16,2,18,1,20,10,-8,50,58,40,80,0,139,86.3,5,3.1,161,82.5
2020,16,Matt DiBenedetto,15,8,19,2,19,7,11,46,35,41,89.1,0,160,99.4,0,0,161,94
2020,16,Daniel Suarez,37,25,20,7,37,23,-12,47,59,5,10.6,1,9,5.6,0,0,160,57.8
2020,16,J.J. Yeley,34,23,21,1,34,23,-5,42,47,0,0,0,6,3.8,0,0,160,55
2020,16,B.J. McLeod,40,28,22,3,40,27,8,51,43,0,0,0,2,1.2,0,0,160,52.8
2020,16,Quin Houff,33,29,23,23,40,29,-11,29,40,0,0,0,0,0,0,0,159,40.7
2020,16,Garrett Smithley,28,27,24,1,38,27,-3,35,38,0,0,0,2,1.3,1,0.6,159,50.2
2020,16,Josh Bilicki,39,30,25,24,39,30,-7,29,36,0,0,0,0,0,0,0,158,40.2
2020,16,Joey Gase,25,26,26,4,39,28,-7,23,30,0,0,1,1,0.6,0,0,157,45.8
2020,16,William Byron,18,1,27,1,31,19,5,18,13,15,83.3,7,79,50.6,15,9.6,156,77
2020,16,Denny Hamlin,6,3,28,1,22,5,5,39,34,31,79.5,22,148,96.7,19,12.4,153,107
2020,16,Timmy Hill,38,31,29,2,38,30,0,31,31,0,0,3,1,0.7,0,0,153,42.9
2020,16,Alex Bowman,3,19,30,3,25,17,-7,38,45,14,36.8,0,63,47.7,0,0,132,64.3
2020,16,Chris Buescher,20,34,31,17,34,32,-3,11,14,0,0,1,0,0,0,0,99,43.9
2020,16,Ryan Blaney,12,13,32,6,37,22,12,27,15,16,59.3,4,58,60.4,0,0,96,65.6
2020,16,Erik Jones,23,32,33,2,23,23,15,24,9,14,58.3,0,55,75.3,0,0,73,57.8
2020,16,Ryan Newman,14,33,34,10,33,29,-10,9,19,3,33.3,0,9,15,0,0,60,46.3
2020,16,Brennan Poole,26,35,35,26,35,34,-8,10,18,0,0,0,0,0,0,0,24,33
2020,16,"Ricky Stenhouse, Jr.",24,36,36,22,38,35,-5,8,13,0,0,0,0,0,0,0,20,31.5
2020,16,Justin Allgaier,4,37,37,4,37,37,6,7,1,0,0,0,0,0,0,0,17,29
2020,16,"Martin Truex, Jr.",8,38,38,4,37,36,-22,3,25,2,66.7,0,6,37.5,0,0,16,35
2020,16,Corey LaJoie,31,39,39,26,31,38,2,6,4,0,0,0,0,0,0,0,15,29.3
2020,16,Ryan Preece,36,40,40,25,36,39,7,8,1,0,0,0,0,0,0,0,14,27.5
2020,15,Denny Hamlin,19,1,1,1,31,7,2,62,60,37,59.7,20,123,87.9,49,35,140,142.5
2020,15,Kevin Harvick,20,2,2,1,20,6,32,67,35,54,80.6,17,130,92.9,11,7.9,140,123.2
2020,15,Erik Jones,38,6,3,2,38,11,43,90,47,42,46.7,1,102,72.9,0,0,140,109
2020,15,Chase Elliott,25,4,4,3,27,11,34,95,61,50,52.6,1,107,76.4,0,0,140,103.5
2020,15,Aric Almirola,18,12,5,1,34,13,19,92,73,29,31.5,0,89,63.6,4,2.9,140,92.5
2020,15,Matt DiBenedetto,8,3,6,2,23,8,7,59,52,43,72.9,1,123,87.9,0,0,140,103.7
2020,15,William Byron,7,11,7,4,35,15,28,92,64,29,31.5,1,76,54.3,0,0,140,90.7
2020,15,Clint Bowyer,14,9,8,4,34,14,-19,72,91,40,55.6,0,99,70.7,0,0,140,88
2020,15,Alex Bowman,27,8,9,4,33,16,26,87,61,28,32.2,0,74,52.9,0,0,140,83.8
2020,15,"Martin Truex, Jr.",15,26,10,1,35,10,-5,71,76,39,54.9,1,116,82.9,5,3.6,140,94.9
2020,15,Brad Keselowski,12,5,11,1,32,9,4,61,57,40,65.6,21,119,85,13,9.3,140,105.9
2020,15,Matt Kenseth,10,7,12,7,36,14,-27,66,93,40,60.6,0,107,76.4,0,0,140,80.3
2020,15,Kurt Busch,3,18,13,1,28,12,-10,52,62,15,28.8,9,77,55,35,25,140,89.3
2020,15,Austin Dillon,2,17,14,2,33,14,2,76,74,32,42.1,0,80,57.1,0,0,140,76
2020,15,"Ricky Stenhouse, Jr.",4,13,15,3,32,13,-20,72,92,42,58.3,0,111,79.3,0,0,140,83.5
2020,15,Jimmie Johnson,21,10,16,9,36,19,-19,74,93,21,28.4,0,46,32.9,0,0,140,70.8
2020,15,Cole Custer,5,14,17,2,26,14,-1,71,72,31,43.7,0,78,55.7,0,0,140,68.5
2020,15,Ryan Newman,6,16,18,1,29,17,-17,66,83,18,27.3,0,44,31.7,0,0,139,64.2
2020,15,John Hunter Nemechek,24,15,19,7,36,19,9,93,84,18,19.4,0,42,30.2,0,0,139,59.3
2020,15,Bubba Wallace,22,28,20,3,35,17,-34,77,111,27,35.1,1,58,41.7,0,0,139,61.9
2020,15,Corey LaJoie,23,21,21,7,38,21,5,84,79,19,22.6,1,31,22.3,0,0,139,56.7
2020,15,Ryan Blaney,9,23,22,1,35,12,-23,71,94,24,33.8,15,84,60.4,21,15.1,139,84.3
2020,15,Ty Dillon,26,19,23,12,28,22,-8,88,96,6,6.8,0,9,6.5,0,0,139,54
2020,15,Joey Logano,36,30,24,3,36,20,-10,76,86,11,14.5,0,37,26.6,0,0,139,62.3
2020,15,Ryan Preece,1,20,25,1,33,22,15,79,64,7,8.9,0,11,7.9,0,0,139,51.2
2020,15,Daniel Suarez,28,24,26,16,36,25,-2,55,57,0,0,0,0,0,0,0,139,47.8
2020,15,Brennan Poole,29,25,27,15,32,25,-7,46,53,2,4.3,0,0,0,0,0,138,48
2020,15,J.J. Yeley,31,27,28,18,34,27,-2,50,52,0,0,0,0,0,0,0,138,44.5
2020,15,Timmy Hill,35,32,29,25,38,32,5,34,29,0,0,0,0,0,0,0,137,35.2
2020,15,James Davison,34,29,30,22,37,30,-5,31,36,0,0,0,0,0,0,0,136,39.3
2020,15,Quin Houff,40,31,31,23,40,31,9,32,23,0,0,2,0,0,0,0,136,36.2
2020,15,Garrett Smithley,33,33,32,29,38,34,-2,12,14,0,0,0,0,0,0,0,136,32.8
2020,15,Joey Gase,37,35,33,16,39,33,0,17,17,0,0,0,0,0,0,0,136,31.8
2020,15,Josh Bilicki,32,34,34,14,36,33,-7,22,29,0,0,0,1,0.7,0,0,136,36.3
2020,15,Tyler Reddick,30,38,35,29,40,38,-4,10,14,0,0,4,0,0,0,0,135,37.2
2020,15,Chris Buescher,11,36,36,2,36,27,1,17,16,9,52.9,4,36,26.7,0,0,135,77.2
2020,15,B.J. McLeod,39,37,37,36,40,37,-1,1,2,0,0,1,0,0,0,0,133,27.5
2020,15,Kyle Busch,16,22,38,1,32,24,-16,44,60,24,54.5,7,57,77,2,2.7,74,76.9
2020,15,Christopher Bell,17,39,39,3,35,31,16,22,6,10,45.5,0,31,79.5,0,0,39,68
2020,15,Michael McDowell,13,40,40,13,38,38,-16,8,24,4,50,0,2,13.3,0,0,15,31.8
2020,14,Kevin Harvick,9,4,1,1,34,9,1,56,55,39,69.6,17,115,88.5,17,13.1,130,122.8
2020,14,Denny Hamlin,3,1,2,1,36,7,-6,55,61,37,67.3,21,121,93.1,10,7.7,130,127.5
2020,14,Aric Almirola,1,12,3,1,28,6,-13,35,48,18,51.4,26,115,88.5,61,46.9,130,133
2020,14,Christopher Bell,36,5,4,4,36,15,17,90,73,32,35.6,1,74,56.9,0,0,130,93.8
2020,14,Kyle Busch,4,2,5,2,26,8,22,64,42,38,59.4,7,122,93.8,0,0,130,111
2020,14,"Martin Truex, Jr.",11,20,6,1,23,8,-2,65,67,35,53.8,2,117,90,14,10.8,130,110.8
2020,14,Clint Bowyer,18,11,7,7,35,17,31,95,64,23,24.2,0,54,41.5,0,0,130,81.5
2020,14,Michael McDowell,26,10,8,1,27,15,24,72,48,23,31.9,0,64,49.2,1,0.8,130,89.2
2020,14,Brad Keselowski,8,6,9,5,29,14,23,81,58,29,35.8,5,81,62.3,0,0,130,89
2020,14,Chris Buescher,24,25,10,1,29,14,-2,78,80,28,35.9,1,79,60.8,3,2.3,130,95.5
2020,14,Matt Kenseth,22,27,11,6,37,16,-3,80,83,25,31.2,1,73,56.2,0,0,130,86
2020,14,Ryan Blaney,2,16,12,2,37,13,-1,76,77,13,17.1,7,71,54.6,0,0,130,88
2020,14,Matt DiBenedetto,21,23,13,2,32,13,-13,65,78,22,33.8,0,87,66.9,0,0,130,85
2020,14,William Byron,16,24,14,4,27,15,-17,66,83,19,28.8,0,58,44.6,0,0,130,83.8
2020,14,Ryan Newman,13,8,15,1,25,12,10,75,65,35,46.7,0,88,67.7,13,10,130,90.4
2020,14,Cole Custer,25,13,16,5,31,21,1,91,90,10,11,0,18,13.8,0,0,130,59.5
2020,14,"Ricky Stenhouse, Jr.",14,9,17,5,37,19,13,84,71,23,27.4,2,44,33.8,0,0,130,69
2020,14,Kurt Busch,7,21,18,5,37,17,-19,69,88,12,17.4,0,49,37.7,0,0,130,67.3
2020,14,Austin Dillon,17,26,19,5,30,19,-18,71,89,8,11.3,0,32,24.6,0,0,130,65.5
2020,14,Ryan Preece,30,14,20,2,36,19,16,87,71,13,14.9,0,33,25.4,0,0,130,62.5
2020,14,Jimmie Johnson,12,32,21,9,33,20,0,91,91,22,24.2,0,35,26.9,0,0,130,58.7
2020,14,Bubba Wallace,23,19,22,9,30,20,6,74,68,20,27,0,31,24,0,0,129,54
2020,14,Corey LaJoie,29,31,23,3,36,21,-16,75,91,15,20,1,26,20.2,0,0,129,57.7
2020,14,John Hunter Nemechek,20,29,24,10,33,24,-14,69,83,9,13,1,23,17.8,0,0,129,51.7
2020,14,Chase Elliott,5,17,25,2,30,17,-20,68,88,17,25,1,60,46.5,0,0,129,60.8
2020,14,Ty Dillon,34,18,26,7,34,23,-1,84,85,8,9.5,0,16,12.4,0,0,129,47.3
2020,14,Alex Bowman,10,22,27,5,33,16,-34,60,94,21,35,1,71,55,0,0,129,73.5
2020,14,Daniel Suarez,37,28,28,9,37,26,-11,67,78,6,9,0,10,7.8,0,0,128,44
2020,14,Brennan Poole,27,30,29,26,34,31,4,26,22,0,0,0,0,0,0,0,127,42
2020,14,Tyler Reddick,15,7,30,6,36,23,34,52,18,20,38.5,1,46,36.5,0,0,126,58.7
2020,14,J.J. Yeley,33,33,31,18,36,32,11,39,28,0,0,1,0,0,0,0,125,39.5
2020,14,Josh Bilicki,40,37,32,19,40,34,0,14,14,0,0,0,0,0,0,0,125,34
2020,14,Garrett Smithley,31,35,33,15,38,36,3,12,9,0,0,0,1,0.8,0,0,125,33.3
2020,14,James Davison,35,34,34,20,38,34,5,22,17,0,0,0,0,0,0,0,125,35.5
2020,14,Timmy Hill,38,36,35,22,38,35,-1,20,21,0,0,1,0,0,0,0,125,32
2020,14,Joey Logano,6,15,36,1,36,11,-46,51,97,15,29.4,11,90,72.6,11,8.9,124,86.6
2020,14,Joey Gase,28,38,37,28,40,38,1,3,2,0,0,0,0,0,0,0,121,25.8
2020,14,Erik Jones,19,3,38,3,32,24,19,47,28,22,46.8,1,46,65.7,0,0,70,69.3
2020,14,B.J. McLeod,39,39,39,38,40,39,0,1,1,0,0,0,0,0,0,0,36,24.7
2020,14,Quin Houff,32,40,40,27,39,39,-3,4,7,0,0,0,0,0,0,0,19,26
2020,13,Ryan Blaney,12,1,1,1,24,6,23,301,278,269,89.4,1,185,96.9,63,33,191,121.4
2020,13,"Ricky Stenhouse, Jr.",20,13,2,1,34,10,50,492,442,340,69.1,4,157,82.2,5,2.6,191,109.1
2020,13,Aric Almirola,15,27,3,3,34,20,-56,304,360,148,48.7,1,55,28.8,0,0,191,74.3
2020,13,Denny Hamlin,2,19,4,1,37,12,-51,366,417,244,66.7,5,129,67.5,18,9.4,191,112.6
2020,13,Erik Jones,18,28,5,1,35,23,-46,196,242,64,32.7,3,31,16.2,0,0,191,71.5
2020,13,Chris Buescher,21,11,6,1,31,15,33,538,505,260,48.3,4,91,47.6,4,2.1,191,91.6
2020,13,Alex Bowman,8,16,7,1,27,11,-3,519,522,363,69.9,2,141,73.8,12,6.3,191,91.2
2020,13,John Hunter Nemechek,22,34,8,1,35,18,44,469,425,216,46.1,7,78,40.8,0,0,191,84.1
2020,13,Kurt Busch,7,24,9,2,35,12,-17,476,493,369,77.5,1,149,78,0,0,191,88.5
2020,13,Kevin Harvick,5,12,10,1,33,15,-27,362,389,228,63,2,106,55.5,2,1,191,77.8
2020,13,William Byron,19,10,11,1,36,12,20,528,508,352,66.7,4,133,69.6,11,5.8,191,93.2
2020,13,Ty Dillon,33,21,12,2,33,19,32,403,371,133,33,10,44,23,0,0,191,83
2020,13,Jimmie Johnson,4,9,13,1,27,10,10,479,469,398,83.1,2,164,85.9,1,0.5,191,91.2
2020,13,Bubba Wallace,24,5,14,1,33,15,37,519,482,252,48.6,3,87,45.5,1,0.5,191,81.5
2020,13,Ryan Preece,31,26,15,1,35,18,18,421,403,243,57.7,7,72,37.7,3,1.6,191,75
2020,13,Corey LaJoie,25,23,16,2,35,26,26,129,103,7,5.4,5,10,5.2,0,0,191,70.1
2020,13,Joey Logano,9,2,17,1,22,4,13,287,274,267,93,0,182,95.3,33,17.3,191,101.4
2020,13,Michael McDowell,26,25,18,2,32,21,-5,341,346,59,17.3,11,23,12,0,0,191,74.2
2020,13,Brad Keselowski,6,3,19,1,27,8,6,380,374,330,86.8,2,168,88,0,0,191,93.1
2020,13,Tyler Reddick,16,17,20,1,29,13,26,485,459,265,54.6,4,112,58.6,19,9.9,191,80.7
2020,13,Brendan Gaughan,39,32,21,5,39,28,-16,152,168,2,1.3,7,5,2.6,0,0,191,48.8
2020,13,Cole Custer,28,6,22,1,31,12,5,473,468,296,62.6,3,130,68.1,0,0,191,79.8
2020,13,"Martin Truex, Jr.",1,30,23,1,35,26,-48,88,136,19,21.6,4,11,5.8,4,2.1,191,63.3
2020,13,Ryan Newman,14,29,24,1,35,24,9,160,151,16,10,8,15,7.9,1,0.5,191,65.9
2020,13,Clint Bowyer,10,31,25,5,34,21,-85,222,307,152,68.5,3,67,35.3,0,0,190,56.5
2020,13,Matt DiBenedetto,23,4,26,1,33,16,-6,298,304,180,60.4,6,87,45.8,1,0.5,190,73
2020,13,Quin Houff,32,37,27,27,39,35,-5,32,37,0,0,1,0,0,0,0,190,36.5
2020,13,Daniel Suarez,37,20,28,5,37,27,5,148,143,6,4.1,4,8,4.2,0,0,190,45.6
2020,13,Christopher Bell,35,8,29,1,35,15,-2,470,472,328,69.8,2,116,61.1,4,2.1,190,66.6
