Race,Rank,PlusMinus,Driver,Points,Back,Starts,Pole,Win,Top5,Top10,StageWins,PlayoffPoints
24,43,0,Ross Chastain,0,-932,23,0,0,0,1,0,0
24,44,0,Landon Cassill,0,-932,24,0,0,0,0,0,0
24,45,0,Parker Kligerman,0,-932,9,0,0,0,0,0,0
24,46,0,BJ McLeod,0,-932,12,0,0,0,0,0,0
24,47,0,Jeffrey Earnhardt,0,-932,1,0,0,0,0,0,0
24,48,0,Bayley Currey,0,-932,9,0,0,0,0,0,0
24,49,0,Joey Gase,0,-932,7,0,0,0,0,0,0
24,50,0,Cody Ware,0,-932,13,0,0,0,0,0,0
24,51,0,Garrett Smithley,0,-932,5,0,0,0,0,0,0
24,52,0,Jeb Burton,0,-932,2,0,0,0,0,0,0
24,53,4,Kyle Weatherman,0,-932,2,0,0,0,0,0,0
24,54,-1,Josh Bilicki,0,-932,5,0,0,0,0,0,0
24,55,-1,DJ Kennington,0,-932,1,0,0,0,0,0,0
24,56,-1,Timmy Hill,0,-932,3,0,0,0,0,0,0
24,57,-1,Gray Gaulding,0,-932,1,0,0,0,0,0,0
24,58,0,Spencer Boyd,0,-932,1,0,0,0,0,0,0
24,59,0,Ryan Truex,0,-932,1,0,0,0,0,0,0
25,1,0,Kyle Busch,983,0,25,0,4,13,21,10,30
25,2,0,Joey Logano,919,-64,25,3,2,9,14,7,17
25,3,0,Denny Hamlin,877,-106,25,1,4,13,16,3,23
25,4,1,Kevin Harvick,864,-119,25,4,2,8,16,4,14
25,5,-1,"Martin Truex, Jr.",862,-121,25,0,4,10,15,3,23
25,6,0,Brad Keselowski,832,-151,25,2,3,9,14,4,19
25,7,1,Kurt Busch,790,-193,25,0,1,5,14,3,8
25,8,-1,Chase Elliott,780,-203,25,3,2,8,10,4,14
25,9,2,Kyle Larson,714,-269,25,1,0,6,12,4,4
25,10,-1,Ryan Blaney,710,-273,25,1,0,7,11,2,2
25,11,-1,Alex Bowman,694,-289,25,0,1,4,7,0,5
25,12,2,Erik Jones,694,-289,25,0,1,9,13,0,5
25,13,-1,William Byron,683,-300,25,4,0,2,8,1,1
25,14,-1,Aric Almirola,674,-309,25,1,0,1,10,1,1
25,15,2,Clint Bowyer,625,-358,25,0,0,5,11,0,0
25,16,0,Daniel Suarez,617,-366,25,1,0,3,9,0,0
25,17,-2,Ryan Newman,617,-366,25,0,0,1,8,0,0
25,18,0,Jimmie Johnson,599,-384,25,1,0,3,8,1,1
25,19,0,Paul Menard,548,-435,25,0,0,0,3,0,0
25,20,0,Chris Buescher,531,-452,25,0,0,0,4,0,0
25,21,0,"Ricky Stenhouse, Jr.",483,-500,25,0,0,1,2,0,0
25,22,0,Matt DiBenedetto,467,-516,25,0,0,3,6,0,0
25,23,0,Austin Dillon,454,-529,25,3,0,0,4,2,2
25,24,0,Ty Dillon,417,-566,25,0,0,1,2,2,2
25,25,0,Daniel Hemric,370,-613,25,0,0,1,2,0,0
25,26,0,Ryan Preece,333,-650,25,0,0,1,3,0,0
25,27,0,Bubba Wallace,317,-666,25,0,0,0,0,0,0
25,28,0,Michael McDowell,304,-679,25,0,0,1,1,0,0
25,29,0,Corey LaJoie,280,-703,25,0,0,0,1,0,0
25,30,0,David Ragan,268,-715,25,0,0,0,0,0,0
25,31,0,Matt Tifft,263,-720,25,0,0,0,1,0,0
25,32,1,Reed Sorenson,75,-908,15,0,0,0,0,0,0
25,33,-1,Quin Houff,71,-912,15,0,0,0,0,0,0
25,34,1,Jamie McMurray,19,-964,1,0,0,0,0,0,0
25,35,1,Austin Theriault,10,-973,3,0,0,0,0,0,0
25,36,1,Andy Seuss,9,-974,1,0,0,0,0,0,0
25,37,1,Stanton Barrett,2,-981,1,0,0,0,0,0,0
25,38,1,Casey Mears,1,-982,1,0,0,0,0,0,0
25,39,1,Justin Haley,0,-983,3,0,1,1,1,0,0
25,40,1,Brendan Gaughan,0,-983,3,0,0,0,1,0,0
25,41,1,Tyler Reddick,0,-983,2,0,0,0,1,0,0
25,42,1,Ross Chastain,0,-983,24,0,0,0,1,0,0
25,43,1,Landon Cassill,0,-983,25,0,0,0,0,0,0
25,44,-10,JJ Yeley,0,-983,5,0,0,0,0,0,0
25,45,0,Parker Kligerman,0,-983,9,0,0,0,0,0,0
25,46,0,BJ McLeod,0,-983,13,0,0,0,0,0,0
25,47,0,Jeffrey Earnhardt,0,-983,1,0,0,0,0,0,0
25,48,0,Bayley Currey,0,-983,9,0,0,0,0,0,0
25,49,0,Joey Gase,0,-983,7,0,0,0,0,0,0
25,50,0,Cody Ware,0,-983,13,0,0,0,0,0,0
25,51,0,Garrett Smithley,0,-983,6,0,0,0,0,0,0
25,52,0,Jeb Burton,0,-983,2,0,0,0,0,0,0
25,53,0,Kyle Weatherman,0,-983,2,0,0,0,0,0,0
25,54,0,Joe Nemechek,0,-983,1,0,0,0,0,0,0
25,55,-1,Josh Bilicki,0,-983,5,0,0,0,0,0,0
25,56,-1,DJ Kennington,0,-983,1,0,0,0,0,0,0
25,57,-1,Timmy Hill,0,-983,3,0,0,0,0,0,0
25,58,-1,Gray Gaulding,0,-983,1,0,0,0,0,0,0
25,59,-1,Spencer Boyd,0,-983,1,0,0,0,0,0,0
25,60,-1,Ryan Truex,0,-983,0,0,0,0,0,0,0
26,1,0,Kyle Busch,988,0,26,0,4,13,21,10,30
26,2,0,Joey Logano,971,-17,26,3,2,10,15,8,18
26,3,1,Kevin Harvick,922,-66,26,5,3,9,17,5,20
26,4,-1,Denny Hamlin,911,-77,26,1,4,13,17,3,23
26,5,0,"Martin Truex, Jr.",872,-116,26,0,4,10,15,3,23
26,6,0,Brad Keselowski,833,-155,26,2,3,9,14,4,19
26,7,1,Chase Elliott,808,-180,26,3,2,8,11,4,14
26,8,-1,Kurt Busch,801,-187,26,0,1,5,14,3,8
26,9,1,Ryan Blaney,755,-233,26,1,0,7,12,2,2
26,10,-1,Kyle Larson,736,-252,26,1,0,6,12,4,4
26,11,2,William Byron,718,-270,26,4,0,3,9,1,1
26,12,-1,Alex Bowman,712,-276,26,0,1,4,7,0,5
26,13,1,Aric Almirola,698,-290,26,1,0,1,10,1,1
26,14,-2,Erik Jones,695,-293,26,0,1,9,13,0,5
26,15,0,Clint Bowyer,663,-325,26,0,0,6,12,0,0
26,16,1,Ryan Newman,652,-336,26,0,0,1,9,0,0
26,17,-1,Daniel Suarez,648,-340,26,1,0,3,9,0,0
26,18,0,Jimmie Johnson,609,-379,26,1,0,3,8,1,1
26,19,0,Paul Menard,575,-413,26,0,0,0,4,0,0
26,20,0,Chris Buescher,554,-434,26,0,0,0,4,0,0
26,21,0,"Ricky Stenhouse, Jr.",489,-499,26,0,0,1,2,0,0
26,22,0,Matt DiBenedetto,486,-502,26,0,0,3,6,0,0
26,23,0,Austin Dillon,479,-509,26,3,0,0,4,2,2
26,24,0,Ty Dillon,441,-547,26,0,0,1,2,2,2
26,25,0,Daniel Hemric,373,-615,26,0,0,1,2,0,0
26,26,0,Ryan Preece,354,-634,26,0,0,1,3,0,0
26,27,0,Bubba Wallace,351,-637,26,0,0,1,1,0,0
26,28,0,Michael McDowell,324,-664,26,0,0,1,1,0,0
26,29,0,Corey LaJoie,298,-690,26,0,0,0,1,0,0
26,30,0,David Ragan,285,-703,26,0,0,0,0,0,0
26,31,0,Matt Tifft,268,-720,26,0,0,0,1,0,0
26,32,0,Reed Sorenson,89,-899,16,0,0,0,0,0,0
26,33,0,Quin Houff,71,-917,15,0,0,0,0,0,0
26,34,0,Jamie McMurray,19,-969,1,0,0,0,0,0,0
26,35,0,Austin Theriault,10,-978,3,0,0,0,0,0,0
26,36,0,Andy Seuss,9,-979,1,0,0,0,0,0,0
26,37,0,Stanton Barrett,2,-986,1,0,0,0,0,0,0
26,38,0,Casey Mears,1,-987,1,0,0,0,0,0,0
26,39,0,Justin Haley,0,-988,3,0,1,1,1,0,0
26,40,0,Brendan Gaughan,0,-988,3,0,0,0,1,0,0
26,41,0,Tyler Reddick,0,-988,2,0,0,0,1,0,0
26,42,0,Ross Chastain,0,-988,25,0,0,0,1,0,0
26,43,0,Landon Cassill,0,-988,26,0,0,0,0,0,0
26,44,0,JJ Yeley,0,-988,6,0,0,0,0,0,0
26,45,0,Parker Kligerman,0,-988,10,0,0,0,0,0,0
26,46,0,BJ McLeod,0,-988,14,0,0,0,0,0,0
26,47,0,Jeffrey Earnhardt,0,-988,1,0,0,0,0,0,0
26,48,0,Ryan Sieg,0,-988,1,0,0,0,0,0,0
26,49,-1,Bayley Currey,0,-988,9,0,0,0,0,0,0
26,50,-1,Joey Gase,0,-988,8,0,0,0,0,0,0
26,51,0,Garrett Smithley,0,-988,7,0,0,0,0,0,0
26,52,-2,Cody Ware,0,-988,13,0,0,0,0,0,0
26,53,2,Josh Bilicki,0,-988,6,0,0,0,0,0,0
26,54,-2,Jeb Burton,0,-988,2,0,0,0,0,0,0
26,55,-2,Kyle Weatherman,0,-988,2,0,0,0,0,0,0
26,56,-2,Joe Nemechek,0,-988,1,0,0,0,0,0,0
26,57,-1,DJ Kennington,0,-988,1,0,0,0,0,0,0
26,58,-1,Timmy Hill,0,-988,3,0,0,0,0,0,0
26,59,-1,Gray Gaulding,0,-988,1,0,0,0,0,0,0
26,60,-1,Spencer Boyd,0,-988,1,0,0,0,0,0,0
26,61,-1,Ryan Truex,0,-988,1,0,0,0,0,0,0
27,1,2,"Martin Truex, Jr.",2082,0,27,0,5,11,16,4,35
27,2,2,Kevin Harvick,2079,-3,27,5,3,10,18,5,28
27,3,2,Joey Logano,2075,-7,27,3,2,10,16,9,29
27,4,-3,Kyle Busch,2063,-19,27,0,4,13,21,10,45
27,5,1,Brad Keselowski,2058,-24,27,2,3,10,15,4,24
27,6,1,Chase Elliott,2057,-25,27,3,2,9,12,4,18
27,7,-5,Denny Hamlin,2056,-26,27,1,4,13,17,3,30
27,8,3,Kyle Larson,2044,-38,27,1,0,6,13,4,5
27,9,4,William Byron,2040,-42,27,4,0,3,10,1,1
27,10,2,Ryan Blaney,2039,-43,27,1,0,8,13,2,4
27,11,-2,Alex Bowman,2037,-45,27,0,1,4,8,0,5
27,12,2,Aric Almirola,2033,-49,27,1,0,1,10,1,1
27,13,3,Ryan Newman,2027,-55,27,0,0,1,10,0,0
27,14,-6,Kurt Busch,2019,-63,27,0,1,5,14,3,11
27,15,0,Clint Bowyer,2012,-70,27,1,0,6,12,0,0
27,16,-6,Erik Jones,2007,-75,27,0,1,9,13,0,5
27,17,0,Daniel Suarez,672,-1410,27,1,0,3,9,0,0
27,18,0,Jimmie Johnson,635,-1447,27,1,0,3,8,1,0
27,19,0,Paul Menard,598,-1484,27,0,0,0,4,0,0
27,20,0,Chris Buescher,573,-1509,27,0,0,0,4,0,0
27,21,2,Austin Dillon,510,-1572,27,3,0,0,4,2,0
27,22,0,Matt DiBenedetto,502,-1580,27,0,0,3,6,0,0
27,23,-2,"Ricky Stenhouse, Jr.",500,-1582,27,0,0,1,2,0,0
27,24,0,Ty Dillon,462,-1620,27,0,0,1,2,2,0
27,25,0,Daniel Hemric,393,-1689,27,0,0,1,2,0,0
27,26,1,Bubba Wallace,365,-1717,27,0,0,1,1,0,0
27,27,-1,Ryan Preece,364,-1718,27,0,0,1,3,0,0
27,28,0,Michael McDowell,337,-1745,27,0,0,1,1,0,0
27,29,0,Corey LaJoie,307,-1775,27,0,0,0,1,0,0
27,30,0,David Ragan,300,-1782,27,0,0,0,0,0,0
27,31,0,Matt Tifft,275,-1807,27,0,0,0,1,0,0
27,32,0,Reed Sorenson,90,-1992,17,0,0,0,0,0,0
27,33,0,Quin Houff,71,-2011,15,0,0,0,0,0,0
27,34,0,Jamie McMurray,19,-2063,1,0,0,0,0,0,0
27,35,0,Austin Theriault,10,-2072,3,0,0,0,0,0,0
27,36,0,Andy Seuss,9,-2073,1,0,0,0,0,0,0
27,37,0,Stanton Barrett,2,-2080,1,0,0,0,0,0,0
27,38,0,Casey Mears,1,-2081,1,0,0,0,0,0,0
27,39,0,Justin Haley,0,-2082,3,0,1,1,1,0,0
27,40,0,Brendan Gaughan,0,-2082,3,0,0,0,1,0,0
27,41,0,Tyler Reddick,0,-2082,2,0,0,0,1,0,0
27,42,0,Ross Chastain,0,-2082,26,0,0,0,1,0,0
27,43,0,Landon Cassill,0,-2082,27,0,0,0,0,0,0
27,44,0,JJ Yeley,0,-2082,7,0,0,0,0,0,0
27,45,0,Parker Kligerman,0,-2082,10,0,0,0,0,0,0
27,46,0,BJ McLeod,0,-2082,15,0,0,0,0,0,0
27,47,0,Jeffrey Earnhardt,0,-2082,1,0,0,0,0,0,0
27,48,0,Ryan Sieg,0,-2082,1,0,0,0,0,0,0
27,49,0,Bayley Currey,0,-2082,9,0,0,0,0,0,0
27,50,0,Joey Gase,0,-2082,9,0,0,0,0,0,0
27,51,0,Garrett Smithley,0,-2082,8,0,0,0,0,0,0
27,52,0,Cody Ware,0,-2082,13,0,0,0,0,0,0
27,53,0,Josh Bilicki,0,-2082,6,0,0,0,0,0,0
27,54,2,Joe Nemechek,0,-2082,2,0,0,0,0,0,0
27,55,-1,Jeb Burton,0,-2082,2,0,0,0,0,0,0
27,56,-1,Kyle Weatherman,0,-2082,2,0,0,0,0,0,0
27,57,0,DJ Kennington,0,-2082,1,0,0,0,0,0,0
27,58,0,Timmy Hill,0,-2082,3,0,0,0,0,0,0
27,59,0,Gray Gaulding,0,-2082,1,0,0,0,0,0,0
27,60,0,Spencer Boyd,0,-2082,1,0,0,0,0,0,0
27,61,0,Ryan Truex,0,-2082,1,0,0,0,0,0,0
28,1,0,"Martin Truex, Jr.",2141,0,28,0,6,12,17,5,41
28,2,0,Kevin Harvick,2120,-21,28,5,3,10,19,5,28
28,3,1,Kyle Busch,2117,-24,28,0,4,14,22,11,46
28,4,1,Brad Keselowski,2106,-35,28,3,3,11,16,4,24
28,5,2,Denny Hamlin,2105,-36,28,1,4,14,18,3,30
28,6,-3,Joey Logano,2101,-40,28,3,2,10,16,9,29
28,7,-1,Chase Elliott,2088,-53,28,3,2,9,12,4,18
28,8,0,Kyle Larson,2076,-65,28,1,0,6,14,4,5
28,9,4,Ryan Newman,2065,-76,28,0,0,2,11,0,0
28,10,0,Ryan Blaney,2059,-82,28,1,0,8,13,2,4
28,11,1,Aric Almirola,2054,-87,28,1,0,1,10,1,1
28,12,-3,William Byron,2053,-88,28,4,0,3,10,1,1
28,13,-2,Alex Bowman,2051,-90,28,0,1,4,8,0,5
28,14,1,Clint Bowyer,2049,-92,28,1,0,6,13,0,0
28,15,-1,Kurt Busch,2039,-102,28,0,1,5,14,3,11
28,16,0,Erik Jones,2008,-133,28,0,1,9,13,0,5
28,17,0,Daniel Suarez,700,-1441,28,1,0,3,10,0,0
28,18,0,Jimmie Johnson,666,-1475,28,1,0,3,9,1,0
28,19,0,Paul Menard,608,-1533,28,0,0,0,4,0,0
28,20,0,Chris Buescher,579,-1562,28,0,0,0,4,0,0
28,21,1,Matt DiBenedetto,529,-1612,28,0,0,3,6,0,0
28,22,-1,Austin Dillon,525,-1616,28,3,0,0,4,2,0
28,23,0,"Ricky Stenhouse, Jr.",522,-1619,28,0,0,1,2,0,0
28,24,0,Ty Dillon,473,-1668,28,0,0,1,2,2,0
28,25,0,Daniel Hemric,405,-1736,28,0,0,1,2,0,0
28,26,0,Bubba Wallace,390,-1751,28,0,0,1,1,0,0
28,27,0,Ryan Preece,371,-1770,28,0,0,1,3,0,0
28,28,0,Michael McDowell,353,-1788,28,0,0,1,1,0,0
28,29,1,David Ragan,318,-1823,28,0,0,0,0,0,0
28,30,-1,Corey LaJoie,315,-1826,28,0,0,0,1,0,0
28,31,0,Matt Tifft,292,-1849,28,0,0,0,1,0,0
28,32,0,Reed Sorenson,91,-2050,18,0,0,0,0,0,0
28,33,0,Quin Houff,73,-2068,16,0,0,0,0,0,0
28,34,0,Jamie McMurray,19,-2122,1,0,0,0,0,0,0
28,35,0,Austin Theriault,15,-2126,4,0,0,0,0,0,0
28,36,0,Andy Seuss,9,-2132,1,0,0,0,0,0,0
28,37,0,Stanton Barrett,2,-2139,1,0,0,0,0,0,0
28,38,0,Casey Mears,1,-2140,1,0,0,0,0,0,0
28,39,0,Justin Haley,0,-2141,3,0,1,1,1,0,0
28,40,0,Brendan Gaughan,0,-2141,3,0,0,0,1,0,0
28,41,0,Tyler Reddick,0,-2141,2,0,0,0,1,0,0
28,42,0,Ross Chastain,0,-2141,27,0,0,0,1,0,0
28,43,0,Landon Cassill,0,-2141,28,0,0,0,0,0,0
28,44,0,JJ Yeley,0,-2141,8,0,0,0,0,0,0
28,45,0,Parker Kligerman,0,-2141,10,0,0,0,0,0,0
28,46,0,BJ McLeod,0,-2141,15,0,0,0,0,0,0
28,47,0,Jeffrey Earnhardt,0,-2141,1,0,0,0,0,0,0
28,48,0,Ryan Sieg,0,-2141,1,0,0,0,0,0,0
28,49,0,Bayley Currey,0,-2141,9,0,0,0,0,0,0
28,50,0,Joey Gase,0,-2141,8,0,0,0,0,0,0
28,51,0,Garrett Smithley,0,-2141,8,0,0,0,0,0,0
28,52,0,Cody Ware,0,-2141,13,0,0,0,0,0,0
28,53,0,Josh Bilicki,0,-2141,6,0,0,0,0,0,0
28,54,0,Joe Nemechek,0,-2141,2,0,0,0,0,0,0
28,55,0,Jeb Burton,0,-2141,2,0,0,0,0,0,0
28,56,0,Kyle Weatherman,0,-2141,2,0,0,0,0,0,0
28,57,0,DJ Kennington,0,-2141,1,0,0,0,0,0,0
28,58,2,Spencer Boyd,0,-2141,2,0,0,0,0,0,0
28,59,-1,Timmy Hill,0,-2141,3,0,0,0,0,0,0
28,60,-1,Gray Gaulding,0,-2141,1,0,0,0,0,0,0
28,61,0,Ryan Truex,0,-2141,0,0,0,0,0,0,0
29,1,0,"Martin Truex, Jr.",2175,0,29,0,6,12,18,5,41
29,2,0,Kevin Harvick,2163,-12,29,5,3,11,20,5,28
29,3,1,Brad Keselowski,2152,-23,29,3,3,12,17,4,24
29,4,3,Chase Elliott,2140,-35,29,3,3,10,13,5,24
29,5,1,Joey Logano,2135,-40,29,3,2,10,17,9,29
29,6,-1,Denny Hamlin,2123,-52,29,1,4,14,18,3,30
29,7,-4,Kyle Busch,2118,-57,29,0,4,14,22,11,46
29,8,0,Kyle Larson,2110,-65,29,1,0,6,14,5,6
29,9,5,Clint Bowyer,2098,-77,29,1,0,7,14,0,0
29,10,0,Ryan Blaney,2094,-81,29,1,0,8,14,2,4
29,11,1,William Byron,2094,-81,29,5,0,3,11,1,1
29,12,1,Alex Bowman,2086,-89,29,0,1,5,9,0,5
29,13,-2,Aric Almirola,2081,-94,29,1,0,1,10,1,1
29,14,-5,Ryan Newman,2070,-105,29,0,0,2,11,0,0
29,15,0,Kurt Busch,2056,-119,29,0,1,5,14,3,11
29,16,0,Erik Jones,2009,-166,29,0,1,9,13,0,5
29,17,0,Daniel Suarez,707,-1468,29,1,0,3,10,0,0
29,18,0,Jimmie Johnson,701,-1474,29,1,0,3,10,1,0
29,19,0,Paul Menard,631,-1544,29,0,0,0,4,0,0
29,20,0,Chris Buescher,598,-1577,29,0,0,0,4,0,0
29,21,0,Matt DiBenedetto,555,-1620,29,0,0,3,6,0,0
29,22,1,"Ricky Stenhouse, Jr.",542,-1633,29,0,0,1,2,0,0
29,23,-1,Austin Dillon,539,-1636,29,3,0,0,4,2,0
29,24,0,Ty Dillon,495,-1680,29,0,0,1,2,2,0
29,25,0,Daniel Hemric,409,-1766,29,0,0,1,2,0,0
29,26,0,Bubba Wallace,403,-1772,29,0,0,1,1,0,0
29,27,0,Ryan Preece,387,-1788,29,0,0,1,3,0,0
29,28,0,Michael McDowell,383,-1792,29,0,0,1,1,0,0
29,29,1,Corey LaJoie,325,-1850,29,0,0,0,1,0,0
29,30,-1,David Ragan,320,-1855,29,0,0,0,0,0,0
29,31,0,Matt Tifft,304,-1871,29,0,0,0,1,0,0
29,32,0,Reed Sorenson,92,-2083,19,0,0,0,0,0,0
29,33,0,Quin Houff,73,-2102,16,0,0,0,0,0,0
29,34,0,Jamie McMurray,19,-2156,1,0,0,0,0,0,0
29,35,0,Austin Theriault,15,-2160,4,0,0,0,0,0,0
29,36,0,Andy Seuss,9,-2166,1,0,0,0,0,0,0
29,37,0,Stanton Barrett,2,-2173,1,0,0,0,0,0,0
29,38,0,Casey Mears,1,-2174,1,0,0,0,0,0,0
29,39,0,Justin Haley,0,-2175,3,0,1,1,1,0,0
29,40,0,Brendan Gaughan,0,-2175,3,0,0,0,1,0,0
29,41,0,Tyler Reddick,0,-2175,2,0,0,0,1,0,0
29,42,0,Ross Chastain,0,-2175,28,0,0,0,1,0,0
29,43,0,Landon Cassill,0,-2175,29,0,0,0,0,0,0
29,44,0,JJ Yeley,0,-2175,9,0,0,0,0,0,0
29,45,0,Parker Kligerman,0,-2175,11,0,0,0,0,0,0
29,46,0,BJ McLeod,0,-2175,15,0,0,0,0,0,0
29,47,0,Jeffrey Earnhardt,0,-2175,1,0,0,0,0,0,0
29,48,0,Ryan Sieg,0,-2175,1,0,0,0,0,0,0
29,49,0,Bayley Currey,0,-2175,9,0,0,0,0,0,0
29,50,0,Joey Gase,0,-2175,8,0,0,0,0,0,0
29,51,0,Garrett Smithley,0,-2175,9,0,0,0,0,0,0
29,52,0,Cody Ware,0,-2175,13,0,0,0,0,0,0
29,53,0,Josh Bilicki,0,-2175,7,0,0,0,0,0,0
29,54,5,Timmy Hill,0,-2175,4,0,0,0,0,0,0
29,55,-1,Joe Nemechek,0,-2175,3,0,0,0,0,0,0
29,56,-1,Jeb Burton,0,-2175,2,0,0,0,0,0,0
29,57,-1,Kyle Weatherman,0,-2175,2,0,0,0,0,0,0
29,58,-1,DJ Kennington,0,-2175,1,0,0,0,0,0,0
29,59,-1,Spencer Boyd,0,-2175,2,0,0,0,0,0,0
29,60,0,Gray Gaulding,0,-2175,1,0,0,0,0,0,0
29,61,0,Ryan Truex,0,-2175,0,0,0,0,0,0,0
30,1,1,"Martin Truex, Jr.",3095,0,30,0,6,13,19,6,42
30,2,1,Denny Hamlin,3080,-15,30,2,4,15,19,4,31
30,3,-2,Kyle Busch,3080,-15,30,0,4,14,23,11,46
30,4,1,Kevin Harvick,3074,-21,30,5,3,12,21,5,28
30,5,3,Kyle Larson,3063,-32,30,1,1,7,15,5,11
30,6,1,Brad Keselowski,3052,-43,30,3,3,12,17,4,24
30,7,2,Alex Bowman,3049,-46,30,0,1,6,10,0,5
30,8,3,William Byron,3032,-63,30,5,0,3,11,1,1
30,9,-5,Joey Logano,3032,-63,30,3,2,10,17,9,29
30,10,2,Clint Bowyer,3028,-67,30,1,0,7,15,0,0
30,11,-5,Chase Elliott,3025,-70,30,3,3,10,13,5,24
30,12,-2,Ryan Blaney,3010,-85,30,1,0,8,14,2,4
30,13,0,Aric Almirola,2101,-994,30,1,0,1,10,1,1
30,14,0,Ryan Newman,2085,-1010,30,0,0,2,11,0,0
30,15,0,Kurt Busch,2084,-1011,30,0,1,5,15,3,11
30,16,0,Erik Jones,2037,-1058,30,0,1,9,13,0,5
30,17,1,Jimmie Johnson,740,-2355,30,1,0,3,11,1,0
30,18,-1,Daniel Suarez,730,-2365,30,1,0,3,10,0,0
30,19,0,Paul Menard,656,-2439,30,0,0,0,4,0,0
30,20,0,Chris Buescher,599,-2496,30,0,0,0,4,0,0
30,21,0,Matt DiBenedetto,585,-2510,30,0,0,3,7,0,0
30,22,0,"Ricky Stenhouse, Jr.",563,-2532,30,0,0,1,2,0,0
30,23,0,Austin Dillon,558,-2537,30,3,0,0,4,2,0
30,24,0,Ty Dillon,509,-2586,30,0,0,1,2,2,0
30,25,0,Daniel Hemric,425,-2670,30,0,0,1,2,0,0
30,26,0,Bubba Wallace,420,-2675,30,0,0,1,1,0,0
30,27,0,Ryan Preece,405,-2690,30,0,0,1,3,0,0
30,28,0,Michael McDowell,396,-2699,30,0,0,1,1,0,0
30,29,0,Corey LaJoie,334,-2761,30,0,0,0,1,0,0
30,30,0,David Ragan,330,-2765,30,0,0,0,0,0,0
30,31,0,Matt Tifft,316,-2779,30,0,0,0,1,0,0
30,32,0,Reed Sorenson,93,-3002,20,0,0,0,0,0,0
30,33,0,Quin Houff,73,-3022,16,0,0,0,0,0,0
30,34,0,Jamie McMurray,19,-3076,1,0,0,0,0,0,0
30,35,0,Austin Theriault,15,-3080,4,0,0,0,0,0,0
30,36,0,Andy Seuss,9,-3086,1,0,0,0,0,0,0
30,37,0,Stanton Barrett,2,-3093,1,0,0,0,0,0,0
30,38,0,Casey Mears,1,-3094,1,0,0,0,0,0,0
30,39,0,Justin Haley,0,-3095,3,0,1,1,1,0,0
30,40,0,Brendan Gaughan,0,-3095,3,0,0,0,1,0,0
30,41,0,Tyler Reddick,0,-3095,2,0,0,0,1,0,0
30,42,0,Ross Chastain,0,-3095,29,0,0,0,1,0,0
30,43,0,Landon Cassill,0,-3095,30,0,0,0,0,0,0
30,44,0,JJ Yeley,0,-3095,10,0,0,0,0,0,0
30,45,0,Parker Kligerman,0,-3095,11,0,0,0,0,0,0
30,46,0,BJ McLeod,0,-3095,16,0,0,0,0,0,0
30,47,0,Jeffrey Earnhardt,0,-3095,1,0,0,0,0,0,0
30,48,0,Ryan Sieg,0,-3095,1,0,0,0,0,0,0
30,49,0,Bayley Currey,0,-3095,9,0,0,0,0,0,0
30,50,0,Joey Gase,0,-3095,8,0,0,0,0,0,0
30,51,0,Garrett Smithley,0,-3095,10,0,0,0,0,0,0
30,52,0,Cody Ware,0,-3095,13,0,0,0,0,0,0
30,53,0,Josh Bilicki,0,-3095,7,0,0,0,0,0,0
30,54,1,Joe Nemechek,0,-3095,4,0,0,0,0,0,0
30,55,-1,Timmy Hill,0,-3095,4,0,0,0,0,0,0
30,56,0,Jeb Burton,0,-3095,2,0,0,0,0,0,0
30,57,0,Kyle Weatherman,0,-3095,2,0,0,0,0,0,0
30,58,0,DJ Kennington,0,-3095,1,0,0,0,0,0,0
30,59,0,Spencer Boyd,0,-3095,2,0,0,0,0,0,0
30,60,0,Gray Gaulding,0,-3095,1,0,0,0,0,0,0
30,61,0,Ryan Truex,0,-3095,0,0,0,0,0,0,0
31,1,1,Denny Hamlin,3114,0,31,2,4,16,20,4,31
31,2,-1,"Martin Truex, Jr.",3106,-8,31,0,6,13,19,6,42
31,3,0,Kyle Busch,3099,-15,31,0,4,14,23,11,46
31,4,0,Kevin Harvick,3094,-20,31,5,3,12,21,5,28
31,5,1,Brad Keselowski,3078,-36,31,3,3,12,17,4,24
31,6,3,Joey Logano,3076,-38,31,3,2,10,17,9,29
31,7,-2,Kyle Larson,3069,-45,31,1,1,7,15,5,11
31,8,-1,Alex Bowman,3058,-56,31,0,1,6,10,0,5
31,9,3,Ryan Blaney,3056,-58,31,1,1,9,15,2,9
31,10,1,Chase Elliott,3054,-60,31,4,3,10,14,5,24
31,11,-1,Clint Bowyer,3052,-62,31,1,0,7,15,1,1
31,12,-4,William Byron,3049,-65,31,5,0,3,11,2,2
31,13,0,Aric Almirola,2134,-980,31,1,0,2,11,1,1
31,14,0,Ryan Newman,2120,-994,31,0,0,3,12,0,0
31,15,0,Kurt Busch,2097,-1017,31,0,1,5,15,3,11
31,16,0,Erik Jones,2040,-1074,31,0,1,9,13,0,5
31,17,0,Jimmie Johnson,745,-2369,31,1,0,3,11,1,0
31,18,0,Daniel Suarez,744,-2370,31,1,0,3,10,0,0
31,19,0,Paul Menard,677,-2437,31,0,0,0,4,0,0
31,20,0,Chris Buescher,620,-2494,31,0,0,0,4,0,0
31,21,1,"Ricky Stenhouse, Jr.",598,-2516,31,0,0,1,3,0,0
31,22,1,Austin Dillon,596,-2518,31,3,0,0,5,2,0
