Race,Rank,PlusMinus,Driver,Points,Back,Starts,Pole,Win,Top5,Top10,StageWins,PlayoffPoints
9,47,-1,Joey Gase,0,-400,4,0,0,0,0,0,0
9,48,-1,Timmy Hill,0,-400,2,0,0,0,0,0,0
9,49,0,Gray Gaulding,0,-400,1,0,0,0,0,0,0
9,50,0,Ryan Truex,0,-400,1,0,0,0,0,0,0
10,1,0,Kyle Busch,430,0,10,0,3,6,10,5,20
10,2,0,Joey Logano,415,-15,10,1,1,6,7,4,9
10,3,0,Denny Hamlin,367,-63,10,0,2,6,8,1,11
10,4,0,Kevin Harvick,350,-80,10,2,0,4,7,2,2
10,5,0,Brad Keselowski,337,-93,10,0,2,4,5,2,12
10,6,0,"Martin Truex, Jr.",328,-102,10,0,1,3,6,0,5
10,7,3,Chase Elliott,324,-106,10,1,1,2,3,1,6
10,8,-1,Kurt Busch,323,-107,10,0,0,3,7,0,0
10,9,0,Ryan Blaney,306,-124,10,1,0,4,4,2,2
10,10,-2,Clint Bowyer,288,-142,10,0,0,3,5,0,0
10,11,0,Aric Almirola,288,-142,10,1,0,1,7,0,0
10,12,0,Daniel Suarez,266,-164,10,0,0,1,4,0,0
10,13,1,Austin Dillon,253,-177,10,2,0,0,2,0,0
10,14,1,Ryan Newman,251,-179,10,0,0,0,3,0,0
10,15,6,Alex Bowman,239,-191,10,0,0,1,1,0,0
10,16,-3,Jimmie Johnson,238,-192,10,1,0,1,4,0,0
10,17,-1,Paul Menard,234,-196,10,0,0,0,2,0,0
10,18,-1,Erik Jones,230,-200,10,0,0,2,3,0,0
10,19,1,William Byron,226,-204,10,1,0,0,1,0,0
10,20,-2,"Ricky Stenhouse, Jr.",223,-207,10,0,0,0,1,0,0
10,21,-2,Kyle Larson,221,-209,10,0,0,0,2,1,1
10,22,0,Ty Dillon,202,-228,10,0,0,0,1,2,2
10,23,0,Chris Buescher,174,-256,10,0,0,0,1,0,0
10,24,1,Ryan Preece,160,-270,10,0,0,1,2,0,0
10,25,-1,Matt DiBenedetto,149,-281,10,0,0,0,0,0,0
10,26,2,Daniel Hemric,132,-298,10,0,0,1,1,0,0
10,27,0,David Ragan,123,-307,10,0,0,0,0,0,0
10,28,-2,Bubba Wallace,111,-319,10,0,0,0,0,0,0
10,29,1,Corey LaJoie,107,-323,10,0,0,0,0,0,0
10,30,-1,Michael McDowell,95,-335,10,0,0,1,1,0,0
10,31,0,Matt Tifft,81,-349,10,0,0,0,0,0,0
10,32,2,Reed Sorenson,26,-404,4,0,0,0,0,0,0
10,33,-1,Jamie McMurray,19,-411,1,0,0,0,0,0,0
10,34,-1,Quin Houff,15,-415,3,0,0,0,0,0,0
10,35,19,Stanton Barrett,2,-428,1,0,0,0,0,0,0
10,36,-1,Casey Mears,1,-429,1,0,0,0,0,0,0
10,37,2,Brendan Gaughan,0,-430,2,0,0,0,1,0,0
10,38,-2,Ross Chastain,0,-430,10,0,0,0,1,0,0
10,39,-2,Parker Kligerman,0,-430,5,0,0,0,0,0,0
10,40,-2,BJ McLeod,0,-430,5,0,0,0,0,0,0
10,41,12,Jeffrey Earnhardt,0,-430,1,0,0,0,0,0,0
10,42,-2,Landon Cassill,0,-430,10,0,0,0,0,0,0
10,43,-2,Tyler Reddick,0,-430,1,0,0,0,0,0,0
10,44,0,Cody Ware,0,-430,7,0,0,0,0,0,0
10,45,-3,Bayley Currey,0,-430,4,0,0,0,0,0,0
10,46,-3,Jeb Burton,0,-430,2,0,0,0,0,0,0
10,47,-2,Garrett Smithley,0,-430,3,0,0,0,0,0,0
10,48,-2,DJ Kennington,0,-430,1,0,0,0,0,0,0
10,49,2,Justin Haley,0,-430,1,0,0,0,0,0,0
10,50,-3,Joey Gase,0,-430,4,0,0,0,0,0,0
10,51,-3,Timmy Hill,0,-430,2,0,0,0,0,0,0
10,52,-3,Gray Gaulding,0,-430,1,0,0,0,0,0,0
10,53,-3,Ryan Truex,0,-430,1,0,0,0,0,0,0
11,1,0,Kyle Busch,460,0,11,0,3,6,11,5,20
11,2,0,Joey Logano,455,-5,11,1,1,6,8,5,10
11,3,1,Kevin Harvick,397,-63,11,2,0,5,8,2,2
11,4,-1,Denny Hamlin,383,-77,11,0,2,6,8,1,11
11,5,1,"Martin Truex, Jr.",378,-82,11,0,2,4,7,1,11
11,6,-1,Brad Keselowski,377,-83,11,0,2,4,5,2,12
11,7,0,Chase Elliott,371,-89,11,2,1,3,4,1,6
11,8,0,Kurt Busch,347,-113,11,0,0,3,7,0,0
11,9,0,Ryan Blaney,335,-125,11,1,0,4,4,2,2
11,10,0,Clint Bowyer,319,-141,11,0,0,3,6,0,0
11,11,0,Aric Almirola,309,-151,11,1,0,1,7,0,0
11,12,0,Daniel Suarez,292,-168,11,0,0,1,4,0,0
11,13,2,Alex Bowman,287,-173,11,0,0,2,2,0,0
11,14,-1,Ryan Newman,270,-190,11,0,0,0,3,0,0
11,15,6,Kyle Larson,267,-193,11,0,0,1,3,1,1
11,16,2,Erik Jones,264,-196,11,0,0,2,4,0,0
11,17,-1,Jimmie Johnson,261,-199,11,1,0,1,4,0,0
11,18,-4,Austin Dillon,261,-199,11,2,0,0,2,0,0
11,19,0,William Byron,260,-200,11,1,0,0,2,0,0
11,20,-3,Paul Menard,254,-206,11,0,0,0,2,0,0
11,21,-1,"Ricky Stenhouse, Jr.",227,-233,11,0,0,0,1,0,0
11,22,0,Ty Dillon,217,-243,11,0,0,0,1,2,2
11,23,0,Chris Buescher,188,-272,11,0,0,0,1,0,0
11,24,0,Ryan Preece,169,-291,11,0,0,1,2,0,0
11,25,0,Matt DiBenedetto,166,-294,11,0,0,0,0,0,0
11,26,0,Daniel Hemric,144,-316,11,0,0,1,1,0,0
11,27,0,David Ragan,134,-326,11,0,0,0,0,0,0
11,28,0,Bubba Wallace,121,-339,11,0,0,0,0,0,0
11,29,0,Corey LaJoie,115,-345,11,0,0,0,0,0,0
11,30,0,Michael McDowell,108,-352,11,0,0,1,1,0,0
11,31,0,Matt Tifft,86,-374,11,0,0,0,0,0,0
11,32,0,Reed Sorenson,28,-432,5,0,0,0,0,0,0
11,33,0,Jamie McMurray,19,-441,1,0,0,0,0,0,0
11,34,0,Quin Houff,16,-444,4,0,0,0,0,0,0
11,35,0,Stanton Barrett,2,-458,1,0,0,0,0,0,0
11,36,0,Casey Mears,1,-459,1,0,0,0,0,0,0
11,37,0,Brendan Gaughan,0,-460,2,0,0,0,1,0,0
11,38,0,Ross Chastain,0,-460,11,0,0,0,1,0,0
11,39,0,Parker Kligerman,0,-460,5,0,0,0,0,0,0
11,40,0,BJ McLeod,0,-460,6,0,0,0,0,0,0
11,41,0,Jeffrey Earnhardt,0,-460,1,0,0,0,0,0,0
11,42,0,Landon Cassill,0,-460,11,0,0,0,0,0,0
11,43,0,Tyler Reddick,0,-460,1,0,0,0,0,0,0
11,44,0,Cody Ware,0,-460,8,0,0,0,0,0,0
11,45,0,Bayley Currey,0,-460,4,0,0,0,0,0,0
11,46,0,Jeb Burton,0,-460,2,0,0,0,0,0,0
11,47,0,Garrett Smithley,0,-460,3,0,0,0,0,0,0
11,48,0,DJ Kennington,0,-460,1,0,0,0,0,0,0
11,49,0,Justin Haley,0,-460,1,0,0,0,0,0,0
11,50,0,Joey Gase,0,-460,4,0,0,0,0,0,0
11,51,0,Timmy Hill,0,-460,2,0,0,0,0,0,0
11,52,0,Gray Gaulding,0,-460,1,0,0,0,0,0,0
11,53,0,Ryan Truex,0,-460,1,0,0,0,0,0,0
12,1,1,Joey Logano,478,0,12,1,1,6,8,5,10
12,2,-1,Kyle Busch,469,-9,12,0,3,6,11,5,20
12,3,0,Kevin Harvick,440,-38,12,3,0,5,8,3,3
12,4,3,Chase Elliott,423,-55,12,2,1,4,5,2,7
12,5,1,Brad Keselowski,421,-57,12,0,3,5,6,2,17
12,6,-2,Denny Hamlin,404,-74,12,0,2,6,8,1,11
12,7,-2,"Martin Truex, Jr.",396,-82,12,0,2,4,7,1,11
12,8,0,Kurt Busch,387,-91,12,0,0,3,8,0,0
12,9,1,Clint Bowyer,357,-121,12,0,0,4,7,0,0
12,10,-1,Ryan Blaney,340,-138,12,1,0,4,4,2,2
12,11,0,Aric Almirola,334,-144,12,1,0,1,7,0,0
12,12,1,Alex Bowman,329,-149,12,0,0,3,3,0,0
12,13,-1,Daniel Suarez,315,-163,12,0,0,1,4,0,0
12,14,2,Erik Jones,308,-170,12,0,0,3,5,0,0
12,15,0,Kyle Larson,304,-174,12,0,0,1,4,1,1
12,16,1,Jimmie Johnson,292,-186,12,1,0,1,5,0,0
12,17,-3,Ryan Newman,284,-194,12,0,0,0,3,0,0
12,18,0,Austin Dillon,281,-197,12,2,0,0,2,0,0
12,19,0,William Byron,277,-201,12,1,0,0,2,0,0
12,20,0,Paul Menard,267,-211,12,0,0,0,2,0,0
12,21,0,"Ricky Stenhouse, Jr.",267,-211,12,0,0,0,1,0,0
12,22,0,Ty Dillon,226,-252,12,0,0,0,1,2,2
12,23,0,Chris Buescher,225,-253,12,0,0,0,2,0,0
12,24,0,Ryan Preece,181,-297,12,0,0,1,2,0,0
12,25,0,Matt DiBenedetto,167,-311,12,0,0,0,0,0,0
12,26,0,Daniel Hemric,163,-315,12,0,0,1,1,0,0
12,27,0,David Ragan,144,-334,12,0,0,0,0,0,0
12,28,1,Corey LaJoie,130,-348,12,0,0,0,0,0,0
12,29,-1,Bubba Wallace,129,-349,12,0,0,0,0,0,0
12,30,0,Michael McDowell,119,-359,12,0,0,1,1,0,0
12,31,0,Matt Tifft,102,-376,12,0,0,0,0,0,0
12,32,0,Reed Sorenson,30,-448,6,0,0,0,0,0,0
12,33,0,Jamie McMurray,19,-459,1,0,0,0,0,0,0
12,34,0,Quin Houff,19,-459,5,0,0,0,0,0,0
12,35,0,Stanton Barrett,2,-476,1,0,0,0,0,0,0
12,36,0,Casey Mears,1,-477,1,0,0,0,0,0,0
12,37,0,Brendan Gaughan,0,-478,2,0,0,0,1,0,0
12,38,5,Tyler Reddick,0,-478,2,0,0,0,1,0,0
12,39,-1,Ross Chastain,0,-478,12,0,0,0,1,0,0
12,40,-1,Parker Kligerman,0,-478,5,0,0,0,0,0,0
12,41,-1,BJ McLeod,0,-478,6,0,0,0,0,0,0
12,42,-1,Jeffrey Earnhardt,0,-478,1,0,0,0,0,0,0
12,43,-1,Landon Cassill,0,-478,12,0,0,0,0,0,0
12,44,0,Cody Ware,0,-478,9,0,0,0,0,0,0
12,45,0,Bayley Currey,0,-478,5,0,0,0,0,0,0
12,46,0,Jeb Burton,0,-478,2,0,0,0,0,0,0
12,47,0,Garrett Smithley,0,-478,3,0,0,0,0,0,0
12,48,0,DJ Kennington,0,-478,1,0,0,0,0,0,0
12,49,0,Justin Haley,0,-478,1,0,0,0,0,0,0
12,50,0,Joey Gase,0,-478,5,0,0,0,0,0,0
12,51,0,Timmy Hill,0,-478,3,0,0,0,0,0,0
12,52,0,Gray Gaulding,0,-478,1,0,0,0,0,0,0
12,53,0,Ryan Truex,0,-478,1,0,0,0,0,0,0
13,1,1,Kyle Busch,528,0,13,0,3,7,12,5,20
13,2,-1,Joey Logano,522,-6,13,1,1,7,9,5,10
13,3,1,Chase Elliott,478,-50,13,2,1,5,6,2,7
13,4,-1,Kevin Harvick,478,-50,13,3,0,5,9,3,3
13,5,0,Brad Keselowski,459,-69,13,0,3,5,6,4,19
13,6,1,"Martin Truex, Jr.",448,-80,13,0,3,5,8,2,17
13,7,-1,Denny Hamlin,434,-94,13,0,2,6,8,1,11
13,8,0,Kurt Busch,406,-122,13,0,0,3,8,0,0
13,9,1,Ryan Blaney,376,-152,13,1,0,4,4,2,2
13,10,2,Alex Bowman,373,-155,13,0,0,3,4,0,0
13,11,-2,Clint Bowyer,370,-158,13,0,0,4,7,0,0
13,12,-1,Aric Almirola,360,-168,13,1,0,1,7,0,0
13,13,0,Daniel Suarez,334,-194,13,0,0,1,4,0,0
13,14,2,Jimmie Johnson,324,-204,13,1,0,1,6,0,0
13,15,4,William Byron,316,-212,13,2,0,0,3,0,0
13,16,-1,Kyle Larson,311,-217,13,0,0,1,4,1,1
13,17,-3,Erik Jones,309,-219,13,0,0,3,5,0,0
13,18,-1,Ryan Newman,305,-223,13,0,0,0,3,0,0
13,19,2,"Ricky Stenhouse, Jr.",303,-225,13,0,0,1,2,0,0
13,20,0,Paul Menard,290,-238,13,0,0,0,2,0,0
13,21,-3,Austin Dillon,284,-244,13,2,0,0,2,0,0
13,22,1,Chris Buescher,256,-272,13,0,0,0,3,0,0
13,23,-1,Ty Dillon,240,-288,13,0,0,0,1,2,2
13,24,0,Ryan Preece,187,-341,13,0,0,1,2,0,0
13,25,1,Daniel Hemric,179,-349,13,0,0,1,1,0,0
13,26,-1,Matt DiBenedetto,168,-360,13,0,0,0,0,0,0
13,27,0,David Ragan,166,-362,13,0,0,0,0,0,0
13,28,0,Corey LaJoie,155,-373,13,0,0,0,0,0,0
13,29,0,Bubba Wallace,141,-387,13,0,0,0,0,0,0
13,30,0,Michael McDowell,134,-394,13,0,0,1,1,0,0
13,31,0,Matt Tifft,119,-409,13,0,0,0,0,0,0
13,32,0,Reed Sorenson,37,-491,7,0,0,0,0,0,0
13,33,1,Quin Houff,28,-500,6,0,0,0,0,0,0
13,34,-1,Jamie McMurray,19,-509,1,0,0,0,0,0,0
13,35,0,Stanton Barrett,2,-526,1,0,0,0,0,0,0
13,36,0,Casey Mears,1,-527,1,0,0,0,0,0,0
13,37,0,Brendan Gaughan,0,-528,2,0,0,0,1,0,0
13,38,0,Tyler Reddick,0,-528,2,0,0,0,1,0,0
13,39,0,Ross Chastain,0,-528,13,0,0,0,1,0,0
13,40,0,Parker Kligerman,0,-528,6,0,0,0,0,0,0
13,41,0,BJ McLeod,0,-528,7,0,0,0,0,0,0
13,42,0,Jeffrey Earnhardt,0,-528,1,0,0,0,0,0,0
13,43,0,Landon Cassill,0,-528,13,0,0,0,0,0,0
13,44,0,Cody Ware,0,-528,10,0,0,0,0,0,0
13,45,0,Bayley Currey,0,-528,6,0,0,0,0,0,0
13,46,0,Jeb Burton,0,-528,2,0,0,0,0,0,0
13,47,3,Joey Gase,0,-528,6,0,0,0,0,0,0
13,48,-1,Garrett Smithley,0,-528,3,0,0,0,0,0,0
13,49,-1,DJ Kennington,0,-528,1,0,0,0,0,0,0
13,50,-1,Justin Haley,0,-528,1,0,0,0,0,0,0
13,51,0,Timmy Hill,0,-528,3,0,0,0,0,0,0
13,52,0,Gray Gaulding,0,-528,1,0,0,0,0,0,0
13,53,0,Ryan Truex,0,-528,1,0,0,0,0,0,0
14,1,0,Kyle Busch,568,0,14,0,4,8,13,5,25
14,2,0,Joey Logano,564,-4,14,1,1,7,10,5,10
14,3,0,Chase Elliott,511,-57,14,2,1,6,7,2,7
14,4,1,Brad Keselowski,509,-59,14,0,3,6,7,4,19
14,5,-1,Kevin Harvick,500,-68,14,3,0,5,9,3,3
14,6,1,Denny Hamlin,465,-103,14,0,2,6,9,1,11
14,7,-1,"Martin Truex, Jr.",452,-116,14,0,3,5,8,2,17
14,8,0,Kurt Busch,437,-131,14,0,0,3,8,0,0
14,9,0,Ryan Blaney,406,-162,14,1,0,4,4,2,2
14,10,1,Clint Bowyer,402,-166,14,0,0,5,8,0,0
14,11,-1,Alex Bowman,395,-173,14,0,0,3,4,0,0
14,12,0,Aric Almirola,393,-175,14,1,0,1,8,0,0
14,13,0,Daniel Suarez,368,-200,14,0,0,1,5,0,0
14,14,1,William Byron,361,-207,14,3,0,0,4,0,0
14,15,2,Erik Jones,343,-225,14,0,0,4,6,0,0
14,16,0,Kyle Larson,342,-226,14,0,0,1,4,3,3
14,17,-3,Jimmie Johnson,342,-226,14,1,0,1,6,0,0
14,18,0,Ryan Newman,332,-236,14,0,0,0,3,0,0
14,19,1,Paul Menard,310,-258,14,0,0,0,2,0,0
14,20,-1,"Ricky Stenhouse, Jr.",308,-260,14,0,0,1,2,0,0
14,21,0,Austin Dillon,285,-283,14,2,0,0,2,0,0
14,22,0,Chris Buescher,282,-286,14,0,0,0,3,0,0
14,23,0,Ty Dillon,250,-318,14,0,0,0,1,2,2
14,24,1,Daniel Hemric,205,-363,14,0,0,1,1,0,0
14,25,-1,Ryan Preece,201,-367,14,0,0,1,2,0,0
14,26,0,Matt DiBenedetto,188,-380,14,0,0,0,0,0,0
14,27,0,David Ragan,173,-395,14,0,0,0,0,0,0
14,28,1,Bubba Wallace,161,-407,14,0,0,0,0,0,0
14,29,-1,Corey LaJoie,156,-412,14,0,0,0,0,0,0
14,30,0,Michael McDowell,151,-417,14,0,0,1,1,0,0
14,31,0,Matt Tifft,123,-445,14,0,0,0,0,0,0
14,32,0,Reed Sorenson,46,-522,8,0,0,0,0,0,0
14,33,0,Quin Houff,36,-532,7,0,0,0,0,0,0
14,34,0,Jamie McMurray,19,-549,1,0,0,0,0,0,0
14,35,19,JJ Yeley,3,-565,1,0,0,0,0,0,0
14,36,-1,Stanton Barrett,2,-566,1,0,0,0,0,0,0
14,37,-1,Casey Mears,1,-567,1,0,0,0,0,0,0
14,38,-1,Brendan Gaughan,0,-568,2,0,0,0,1,0,0
14,39,-1,Tyler Reddick,0,-568,2,0,0,0,1,0,0
14,40,-1,Ross Chastain,0,-568,14,0,0,0,1,0,0
14,41,-1,Parker Kligerman,0,-568,6,0,0,0,0,0,0
14,42,-1,BJ McLeod,0,-568,7,0,0,0,0,0,0
14,43,-1,Jeffrey Earnhardt,0,-568,1,0,0,0,0,0,0
14,44,-1,Landon Cassill,0,-568,14,0,0,0,0,0,0
14,45,0,Bayley Currey,0,-568,7,0,0,0,0,0,0
14,46,-2,Cody Ware,0,-568,10,0,0,0,0,0,0
14,47,-1,Jeb Burton,0,-568,2,0,0,0,0,0,0
14,48,-1,Joey Gase,0,-568,6,0,0,0,0,0,0
14,49,-1,Garrett Smithley,0,-568,3,0,0,0,0,0,0
14,50,-1,DJ Kennington,0,-568,1,0,0,0,0,0,0
14,51,-1,Justin Haley,0,-568,1,0,0,0,0,0,0
14,52,-1,Timmy Hill,0,-568,3,0,0,0,0,0,0
14,53,-1,Gray Gaulding,0,-568,1,0,0,0,0,0,0
14,54,-1,Ryan Truex,0,-568,1,0,0,0,0,0,0
15,1,1,Joey Logano,614,0,15,2,2,8,11,6,16
15,2,-1,Kyle Busch,605,-9,15,0,4,9,14,5,25
15,3,1,Brad Keselowski,541,-73,15,0,3,6,8,4,19
15,4,1,Kevin Harvick,539,-75,15,3,0,5,10,3,3
15,5,-2,Chase Elliott,531,-83,15,2,1,6,7,2,7
15,6,1,"Martin Truex, Jr.",499,-115,15,0,3,6,9,2,17
15,7,-1,Denny Hamlin,491,-123,15,0,2,6,9,1,11
15,8,0,Kurt Busch,485,-129,15,0,0,4,9,0,0
15,9,0,Ryan Blaney,434,-180,15,1,0,4,5,2,2
15,10,1,Alex Bowman,433,-181,15,0,0,3,5,0,0
15,11,1,Aric Almirola,426,-188,15,1,0,1,8,0,0
15,12,-2,Clint Bowyer,404,-210,15,0,0,5,8,0,0
15,13,0,Daniel Suarez,401,-213,15,0,0,2,6,0,0
15,14,0,William Byron,383,-231,15,3,0,0,4,0,0
15,15,1,Kyle Larson,369,-245,15,0,0,1,4,3,3
15,16,1,Jimmie Johnson,364,-250,15,1,0,1,6,0,0
15,17,1,Ryan Newman,361,-253,15,0,0,0,4,0,0
15,18,-3,Erik Jones,357,-257,15,0,0,4,6,0,0
15,19,0,Paul Menard,336,-278,15,0,0,0,2,0,0
15,20,0,"Ricky Stenhouse, Jr.",326,-288,15,0,0,1,2,0,0
15,21,0,Austin Dillon,306,-308,15,2,0,0,2,1,1
15,22,0,Chris Buescher,304,-310,15,0,0,0,3,0,0
15,23,0,Ty Dillon,265,-349,15,0,0,0,1,2,2
15,24,0,Daniel Hemric,234,-380,15,0,0,1,1,0,0
15,25,0,Ryan Preece,213,-401,15,0,0,1,2,0,0
15,26,0,Matt DiBenedetto,204,-410,15,0,0,0,0,0,0
15,27,0,David Ragan,176,-438,15,0,0,0,0,0,0
15,28,1,Corey LaJoie,170,-444,15,0,0,0,0,0,0
15,29,-1,Bubba Wallace,170,-444,15,0,0,0,0,0,0
15,30,0,Michael McDowell,161,-453,15,0,0,1,1,0,0
15,31,0,Matt Tifft,136,-478,15,0,0,0,0,0,0
15,32,0,Reed Sorenson,46,-568,8,0,0,0,0,0,0
15,33,0,Quin Houff,41,-573,8,0,0,0,0,0,0
15,34,0,Jamie McMurray,19,-595,1,0,0,0,0,0,0
15,35,0,JJ Yeley,3,-611,1,0,0,0,0,0,0
15,36,0,Stanton Barrett,2,-612,1,0,0,0,0,0,0
15,37,0,Casey Mears,1,-613,1,0,0,0,0,0,0
15,38,0,Brendan Gaughan,0,-614,2,0,0,0,1,0,0
15,39,0,Tyler Reddick,0,-614,2,0,0,0,1,0,0
15,40,0,Ross Chastain,0,-614,14,0,0,0,1,0,0
15,41,0,Parker Kligerman,0,-614,6,0,0,0,0,0,0
15,42,0,BJ McLeod,0,-614,7,0,0,0,0,0,0
15,43,0,Jeffrey Earnhardt,0,-614,1,0,0,0,0,0,0
15,44,0,Landon Cassill,0,-614,15,0,0,0,0,0,0
15,45,0,Bayley Currey,0,-614,7,0,0,0,0,0,0
15,46,0,Cody Ware,0,-614,10,0,0,0,0,0,0
15,47,2,Garrett Smithley,0,-614,4,0,0,0,0,0,0
15,48,-1,Jeb Burton,0,-614,2,0,0,0,0,0,0
15,49,-1,Joey Gase,0,-614,6,0,0,0,0,0,0
15,50,0,DJ Kennington,0,-614,1,0,0,0,0,0,0
15,51,0,Justin Haley,0,-614,1,0,0,0,0,0,0
15,52,5,Josh Bilicki,0,-614,1,0,0,0,0,0,0
15,53,-1,Timmy Hill,0,-614,3,0,0,0,0,0,0
15,54,-1,Gray Gaulding,0,-614,1,0,0,0,0,0,0
15,55,1,Kyle Weatherman,0,-614,1,0,0,0,0,0,0
15,56,-2,Ryan Truex,0,-614,1,0,0,0,0,0,0
16,1,0,Joey Logano,643,0,16,2,2,8,11,6,16
16,2,0,Kyle Busch,642,-1,16,0,4,10,15,5,25
16,3,1,Kevin Harvick,573,-70,16,3,0,5,11,3,3
16,4,-1,Brad Keselowski,569,-74,16,0,3,6,8,4,19
16,5,1,"Martin Truex, Jr.",543,-100,16,0,4,7,10,2,22
16,6,1,Denny Hamlin,542,-101,16,0,2,7,10,2,12
16,7,-2,Chase Elliott,535,-108,16,2,1,6,7,2,7
16,8,0,Kurt Busch,509,-134,16,0,0,4,9,0,0
16,9,0,Ryan Blaney,468,-175,16,1,0,5,6,2,2
16,10,0,Alex Bowman,460,-183,16,0,0,3,5,0,0
16,11,0,Aric Almirola,460,-183,16,1,0,1,9,0,0
16,12,0,Clint Bowyer,430,-213,16,0,0,5,8,0,0
16,13,0,Daniel Suarez,421,-222,16,0,0,2,6,0,0
16,14,0,William Byron,419,-224,16,3,0,0,4,1,1
16,15,0,Kyle Larson,408,-235,16,1,0,1,5,3,3
16,16,1,Ryan Newman,391,-252,16,0,0,0,5,0,0
16,17,-1,Jimmie Johnson,390,-253,16,1,0,1,6,0,0
16,18,0,Erik Jones,386,-257,16,0,0,4,7,0,0
16,19,0,Paul Menard,353,-290,16,0,0,0,2,0,0
16,20,0,"Ricky Stenhouse, Jr.",348,-295,16,0,0,1,2,0,0
16,21,1,Chris Buescher,330,-313,16,0,0,0,3,0,0
16,22,-1,Austin Dillon,319,-324,16,2,0,0,2,1,1
16,23,0,Ty Dillon,275,-368,16,0,0,0,1,2,2
16,24,0,Daniel Hemric,256,-387,16,0,0,1,1,0,0
16,25,1,Matt DiBenedetto,237,-406,16,0,0,1,1,0,0
16,26,-1,Ryan Preece,221,-422,16,0,0,1,2,0,0
16,27,0,David Ragan,193,-450,16,0,0,0,0,0,0
16,28,1,Bubba Wallace,182,-461,16,0,0,0,0,0,0
16,29,-1,Corey LaJoie,175,-468,16,0,0,0,0,0,0
16,30,0,Michael McDowell,173,-470,16,0,0,1,1,0,0
16,31,0,Matt Tifft,145,-498,16,0,0,0,0,0,0
16,32,0,Reed Sorenson,48,-595,9,0,0,0,0,0,0
16,33,0,Quin Houff,41,-602,8,0,0,0,0,0,0
16,34,0,Jamie McMurray,19,-624,1,0,0,0,0,0,0
16,35,0,JJ Yeley,4,-639,2,0,0,0,0,0,0
16,36,0,Stanton Barrett,2,-641,1,0,0,0,0,0,0
16,37,0,Casey Mears,1,-642,1,0,0,0,0,0,0
16,38,0,Brendan Gaughan,0,-643,2,0,0,0,1,0,0
16,39,0,Tyler Reddick,0,-643,2,0,0,0,1,0,0
16,40,0,Ross Chastain,0,-643,15,0,0,0,1,0,0
16,41,0,Parker Kligerman,0,-643,7,0,0,0,0,0,0
16,42,0,BJ McLeod,0,-643,7,0,0,0,0,0,0
16,43,0,Jeffrey Earnhardt,0,-643,1,0,0,0,0,0,0
16,44,0,Landon Cassill,0,-643,16,0,0,0,0,0,0
16,45,0,Bayley Currey,0,-643,7,0,0,0,0,0,0
16,46,0,Cody Ware,0,-643,11,0,0,0,0,0,0
16,47,0,Garrett Smithley,0,-643,4,0,0,0,0,0,0
16,48,0,Jeb Burton,0,-643,2,0,0,0,0,0,0
16,49,0,Joey Gase,0,-643,6,0,0,0,0,0,0
16,50,1,Justin Haley,0,-643,2,0,0,0,0,0,0
16,51,-1,DJ Kennington,0,-643,1,0,0,0,0,0,0
16,52,0,Josh Bilicki,0,-643,1,0,0,0,0,0,0
16,53,0,Timmy Hill,0,-643,3,0,0,0,0,0,0
16,54,0,Gray Gaulding,0,-643,1,0,0,0,0,0,0
16,55,0,Kyle Weatherman,0,-643,1,0,0,0,0,0,0
16,56,0,Ryan Truex,0,-643,1,0,0,0,0,0,0
17,1,0,Joey Logano,677,0,17,2,2,9,12,6,16
17,2,0,Kyle Busch,659,-18,17,0,4,10,15,5,25
17,3,1,Brad Keselowski,610,-67,17,0,3,7,9,4,19
17,4,-1,Kevin Harvick,610,-67,17,3,0,5,11,4,4
17,5,0,"Martin Truex, Jr.",581,-96,17,0,4,7,11,2,22
17,6,0,Denny Hamlin,574,-103,17,0,2,7,10,3,13
17,7,0,Chase Elliott,570,-107,17,2,1,6,7,2,7
17,8,0,Kurt Busch,537,-140,17,0,0,4,9,0,0
17,9,1,Alex Bowman,509,-168,17,0,1,4,6,0,5
17,10,-1,Ryan Blaney,499,-178,17,1,0,5,7,2,2
17,11,0,Aric Almirola,482,-195,17,1,0,1,9,0,0
17,12,2,William Byron,455,-222,17,3,0,0,5,1,1
17,13,2,Kyle Larson,451,-226,17,1,0,2,6,3,3
17,14,3,Jimmie Johnson,436,-241,17,1,0,2,7,0,0
17,15,-2,Daniel Suarez,434,-243,17,0,0,2,6,0,0
17,16,-4,Clint Bowyer,431,-246,17,0,0,5,8,0,0
17,17,1,Erik Jones,416,-261,17,0,0,4,8,0,0
17,18,-2,Ryan Newman,411,-266,17,0,0,0,5,0,0
17,19,1,"Ricky Stenhouse, Jr.",373,-304,17,0,0,1,2,0,0
17,20,-1,Paul Menard,369,-308,17,0,0,0,2,0,0
17,21,1,Austin Dillon,352,-325,17,3,0,0,3,1,1
17,22,-1,Chris Buescher,349,-328,17,0,0,0,3,0,0
17,23,0,Ty Dillon,277,-400,17,0,0,0,1,2,2
17,24,0,Daniel Hemric,274,-403,17,0,0,1,1,0,0
17,25,0,Matt DiBenedetto,247,-430,17,0,0,1,1,0,0
17,26,0,Ryan Preece,230,-447,17,0,0,1,2,0,0
17,27,0,David Ragan,207,-470,17,0,0,0,0,0,0
17,28,2,Michael McDowell,198,-479,17,0,0,1,1,0,0
17,29,-1,Bubba Wallace,194,-483,17,0,0,0,0,0,0
17,30,-1,Corey LaJoie,182,-495,17,0,0,0,0,0,0
