Season,Race,Driver,Start,Mid Race,Finish,High Pos.,Low Pos.,Avg. Pos.,Pass Diff.,Green Flag Passes,Green Flag Times Passed,Quality Passes,Pct. Quality Passes,Fastest Lap,Top 15 Laps,Pct. Top 15 Laps,Laps Led,Pct. Laps Led,Total Laps,Driver Rating
2019,5,"Ricky Stenhouse, Jr.",12,21,14,1,27,15,2,103,101,36,35,0,94,47,1,0.5,200,73.8
2019,5,William Byron,22,18,15,1,31,18,0,125,125,35,28,5,36,18,3,1.5,200,71.5
2019,5,Paul Menard,25,16,20,8,30,17,-10,103,113,36,35,0,67,33.5,0,0,200,68.8
2019,5,Chris Buescher,14,19,16,2,33,19,-9,126,135,27,21.4,0,39,19.5,0,0,200,65.3
2019,5,Alex Bowman,23,13,21,7,31,18,-7,96,103,28,29.2,0,59,29.5,0,0,200,63.3
2019,5,Matt DiBenedetto,24,20,18,2,29,19,0,136,136,27,19.9,0,22,11,0,0,200,61.8
2019,5,Daniel Hemric,17,35,33,7,36,27,-25,87,112,14,16.1,1,28,14,0,0,192,60.3
2019,5,Ryan Newman,7,25,22,7,34,23,-13,45,58,5,11.1,0,5,2.5,0,0,199,56.2
2019,5,Clint Bowyer,9,23,38,3,30,26,-26,52,78,13,25,0,32,16,0,0,130,55.3
2019,5,Michael McDowell,29,24,24,2,31,24,6,64,58,6,9.4,3,13,6.5,0,0,198,52.3
2019,5,Ryan Preece,26,22,23,8,34,24,-1,75,76,5,6.7,0,2,1,0,0,199,50.8
2019,5,Ty Dillon,16,31,27,7,32,27,-15,65,80,6,9.2,0,2,1,0,0,197,50.5
2019,5,David Ragan,19,26,25,6,33,26,-5,65,70,3,4.6,1,5,2.5,0,0,198,45.8
2019,5,Matt Tifft,32,27,26,4,33,27,2,59,57,6,10.2,1,8,4,0,0,197,44.9
2019,5,Corey LaJoie,30,30,31,3,34,30,3,59,56,5,8.5,0,6,3,0,0,193,42.3
2019,5,Bubba Wallace,28,29,30,24,36,29,0,36,36,0,0,0,0,0,0,0,194,41.2
2019,5,Landon Cassill,33,32,29,7,34,30,4,51,47,4,7.8,0,2,1,0,0,195,38.7
2019,5,Ross Chastain,31,28,28,11,34,30,-1,47,48,3,6.4,1,0,0,0,0,195,37.1
2019,5,Cody Ware,34,34,32,21,37,33,-1,38,39,0,0,0,0,0,0,0,192,33.3
2019,5,Reed Sorenson,35,33,34,30,35,34,3,27,24,0,0,0,0,0,0,0,192,30.5
2019,5,Garrett Smithley,37,37,36,34,38,36,1,9,8,0,0,0,0,0,0,0,188,27.3
2019,5,Joey Gase,38,36,35,35,38,36,2,9,7,0,0,0,0,0,0,0,188,25.5
2019,5,B.J. McLeod,36,38,37,35,38,38,-1,7,8,0,0,0,0,0,0,0,172,24.7
2019,4,Kyle Busch,4,1,1,1,14,2,21,29,8,26,89.7,103,312,100,177,56.7,312,149.7
2019,4,Ryan Blaney,1,11,3,1,20,6,21,44,23,36,81.8,27,304,97.4,94,30.1,312,124.1
2019,4,"Martin Truex, Jr.",9,3,2,2,25,7,23,45,22,29,64.4,33,285,91.4,0,0,312,118.1
2019,4,Denny Hamlin,3,7,5,1,13,7,1,33,32,31,93.9,9,312,100,7,2.2,312,108.4
2019,4,Kevin Harvick,8,5,9,2,22,8,16,45,29,29,64.4,11,290,93,0,0,312,105.1
2019,4,Aric Almirola,14,10,4,1,22,8,14,46,32,29,63,7,287,92,26,8.3,312,100.7
2019,4,Jimmie Johnson,15,6,8,1,18,8,-8,24,32,18,75,0,272,87.2,4,1.3,312,97.7
2019,4,Joey Logano,12,8,10,2,20,9,21,52,31,40,76.9,1,297,95.2,0,0,312,96.4
2019,4,Clint Bowyer,26,2,11,2,27,9,20,47,27,25,53.2,16,239,76.6,0,0,312,94.6
2019,4,Kurt Busch,16,12,7,3,22,10,9,49,40,32,65.3,1,273,87.5,0,0,312,90.7
2019,4,Kyle Larson,31,13,6,4,31,12,25,76,51,37,48.7,0,210,67.3,0,0,312,86
2019,4,Ryan Newman,18,4,12,3,25,11,2,40,38,19,47.5,2,253,81.1,0,0,312,83.6
2019,4,Chase Elliott,2,9,14,1,36,16,-13,66,79,29,43.9,12,172,55.1,0,0,312,76.8
2019,4,"Ricky Stenhouse, Jr.",19,16,13,9,22,15,-8,56,64,33,58.9,0,175,56.1,0,0,312,73.7
2019,4,Austin Dillon,13,19,21,2,24,12,-21,33,54,9,27.3,2,165,52.9,0,0,311,71.8
2019,4,William Byron,7,20,24,4,24,16,-15,38,53,14,36.8,7,127,40.7,0,0,310,68.8
2019,4,Paul Menard,17,15,17,8,22,16,-4,56,60,22,39.3,0,132,42.3,0,0,311,67.3
2019,4,Brad Keselowski,5,31,19,3,32,23,-14,28,42,4,14.3,6,56,18,0,0,311,66.6
2019,4,Ty Dillon,20,18,15,12,25,19,-18,65,83,16,24.6,0,64,20.5,0,0,312,64.2
2019,4,Alex Bowman,6,27,35,2,27,22,3,27,24,13,48.1,2,90,28.9,0,0,191,63.9
2019,4,Daniel Hemric,11,17,18,1,26,18,-7,65,72,14,21.5,1,98,31.4,4,1.3,311,59.6
2019,4,Chris Buescher,22,21,16,8,31,20,-12,53,65,8,15.1,0,28,9,0,0,312,58.5
2019,4,Matt DiBenedetto,25,14,28,8,28,18,-21,47,68,18,38.3,3,175,56.1,0,0,308,57.2
2019,4,Daniel Suarez,28,28,23,15,32,26,11,40,29,2,5,7,0,0,0,0,311,56.7
2019,4,Bubba Wallace,23,24,22,9,26,22,-14,52,66,8,15.4,0,19,6.1,0,0,311,51
2019,4,Matt Tifft,30,26,20,12,31,25,-10,43,53,2,4.7,0,4,1.3,0,0,311,47.2
2019,4,Erik Jones,10,36,29,7,36,31,0,4,4,2,50,0,37,11.9,0,0,304,45.8
2019,4,David Ragan,29,22,25,19,31,25,-1,51,52,0,0,0,0,0,0,0,310,44.2
2019,4,Ryan Preece,21,23,34,17,30,28,-12,34,46,0,0,0,0,0,0,0,229,38
2019,4,Corey LaJoie,24,29,26,22,31,28,-9,17,26,0,0,1,0,0,0,0,310,37.9
2019,4,Michael McDowell,27,25,36,20,32,31,3,19,16,0,0,0,0,0,0,0,157,34.2
2019,4,Ross Chastain,33,30,27,12,33,30,5,9,4,0,0,2,1,0.3,0,0,308,33.6
2019,4,Landon Cassill,32,32,33,11,34,31,-6,5,11,0,0,1,3,1,0,0,267,32.4
2019,4,Cody Ware,34,35,32,32,35,34,-1,2,3,0,0,0,0,0,0,0,300,28.5
2019,4,Quin Houff,35,33,30,30,36,33,3,6,3,0,0,0,0,0,0,0,302,28
2019,4,Bayley Currey,36,34,31,30,36,33,-2,3,5,0,0,0,0,0,0,0,301,27
2019,3,Kevin Harvick,1,6,4,1,11,3,2,62,60,52,83.9,52,267,100,88,33,267,134.4
2019,3,Joey Logano,10,5,1,1,19,4,10,101,91,77,76.2,32,264,98.9,86,32.2,267,131.5
2019,3,Kyle Busch,3,24,3,1,26,7,-2,101,103,63,62.4,28,229,85.8,13,4.9,267,118.6
2019,3,Brad Keselowski,19,8,2,1,31,7,10,102,92,58,56.9,21,242,90.6,17,6.4,267,110.8
2019,3,"Ricky Stenhouse, Jr.",8,14,6,1,33,8,4,122,118,79,64.8,7,257,96.3,5,1.9,267,105.5
2019,3,Denny Hamlin,2,9,10,2,23,7,-8,88,96,67,76.1,8,260,97.4,0,0,267,104.9
2019,3,Kurt Busch,28,2,5,1,32,11,7,114,107,39,34.2,12,169,63.3,23,8.6,267,101.4
2019,3,"Martin Truex, Jr.",23,7,8,2,32,11,17,115,98,66,57.4,23,209,78.3,0,0,267,97.1
2019,3,Chase Elliott,12,12,9,3,31,9,3,110,107,73,66.4,7,248,92.9,0,0,267,97.1
2019,3,Aric Almirola,25,13,7,4,30,11,21,132,111,70,53,8,212,79.4,0,0,267,96.5
2019,3,Erik Jones,18,18,13,3,26,13,1,115,114,57,49.6,5,210,78.7,0,0,267,84.2
2019,3,Alex Bowman,11,10,11,3,27,13,4,124,120,75,60.5,5,230,86.1,0,0,267,84
2019,3,Kyle Larson,7,4,12,4,35,18,-4,110,114,27,24.6,5,104,39,0,0,267,83.2
2019,3,William Byron,20,1,16,1,29,13,-1,114,115,62,54.4,5,213,79.8,21,7.9,267,80.2
2019,3,Clint Bowyer,17,19,14,7,35,16,8,119,111,38,31.9,2,145,54.3,0,0,267,75.8
2019,3,Daniel Suarez,22,15,17,1,22,13,5,106,101,55,51.9,4,170,63.7,12,4.5,267,75.4
2019,3,Jimmie Johnson,9,16,19,5,29,14,-6,99,105,48,48.5,5,156,58.4,0,0,266,73.7
2019,3,Austin Dillon,4,20,20,1,34,18,-21,98,119,19,19.4,9,59,22.1,2,0.8,266,70.1
2019,3,Paul Menard,15,3,15,3,31,16,3,126,123,38,30.2,0,105,39.3,0,0,267,69.7
2019,3,Ryan Blaney,13,28,22,3,34,23,-11,78,89,31,39.7,10,54,20.2,0,0,266,65.8
2019,3,Chris Buescher,27,17,18,4,31,17,12,139,127,42,30.2,0,64,24,0,0,267,64.8
2019,3,Daniel Hemric,5,11,23,5,34,22,-11,93,104,15,16.1,3,29,10.9,0,0,265,59.4
2019,3,Matt DiBenedetto,26,21,21,4,32,21,0,94,94,13,13.8,4,14,5.2,0,0,266,58.1
2019,3,Bubba Wallace,21,23,26,1,35,23,2,82,80,0,0,2,1,0.4,0,0,265,53.3
2019,3,Ryan Newman,29,22,24,14,35,23,7,112,105,8,7.1,2,3,1.1,0,0,265,50.1
2019,3,Michael McDowell,16,31,30,2,32,27,-18,77,95,7,9.1,0,18,6.7,0,0,263,48.5
2019,3,David Ragan,6,26,28,4,29,23,-27,84,111,16,19.1,1,26,9.7,0,0,264,46.4
2019,3,Ryan Preece,24,25,25,12,34,26,-5,95,100,2,2.1,0,1,0.4,0,0,265,46.3
2019,3,Corey LaJoie,30,27,27,7,31,26,-1,84,85,6,7.1,0,14,5.2,0,0,264,46.2
2019,3,Ty Dillon,14,29,29,9,31,27,2,93,91,10,10.8,1,18,6.7,0,0,264,45.4
2019,3,Parker Kligerman,32,30,31,10,34,29,-3,86,89,4,4.7,3,10,3.8,0,0,263,40.5
2019,3,Ross Chastain,38,32,33,11,38,31,4,52,48,2,3.9,0,3,1.1,0,0,259,35.5
2019,3,Matt Tifft,35,34,34,13,35,32,-2,45,47,1,2.2,0,1,0.4,0,0,259,34.5
2019,3,Landon Cassill,31,33,32,18,34,33,4,48,44,0,0,3,0,0,0,0,260,33.5
2019,3,Cody Ware,33,35,35,31,36,35,-2,16,18,0,0,0,0,0,0,0,253,30
2019,3,Reed Sorenson,37,36,36,35,38,36,2,4,2,0,0,0,0,0,0,0,252,27.3
2019,3,B.J. McLeod,34,37,37,34,38,37,-1,3,4,0,0,0,0,0,0,0,220,25.3
2019,3,Joey Gase,36,38,38,32,38,38,-6,2,8,0,0,0,0,0,0,0,10,23.2
2019,2,"Martin Truex, Jr.",9,3,2,1,14,4,15,47,32,44,93.6,38,325,100,4,1.2,325,127.4
2019,2,Kevin Harvick,18,1,4,1,18,4,-1,42,43,31,73.8,38,322,99.1,45,13.9,325,121.1
2019,2,Kyle Larson,7,2,12,1,21,6,10,69,59,44,63.8,54,266,81.9,142,43.7,325,117.2
2019,2,Kurt Busch,8,7,3,1,21,6,3,51,48,35,68.6,5,321,98.8,1,0.3,325,112
2019,2,Brad Keselowski,19,12,1,1,23,9,8,89,81,54,60.7,28,289,88.9,33,10.2,325,108.3
2019,2,Clint Bowyer,3,10,5,3,23,8,-6,70,76,36,51.4,4,316,97.2,0,0,325,99.9
2019,2,Ryan Blaney,26,4,22,1,26,8,-1,50,51,30,60,17,282,86.8,41,12.7,324,97.3
2019,2,Kyle Busch,6,9,6,2,30,11,36,110,74,63,57.3,25,278,85.5,0,0,325,94
2019,2,Denny Hamlin,4,5,11,2,24,9,-11,84,95,58,69,4,302,92.9,0,0,325,92.2
2019,2,Aric Almirola,1,14,8,1,27,11,14,73,59,39,53.4,14,221,68,36,11.1,325,92.1
2019,2,Joey Logano,27,6,23,1,27,9,25,94,69,52,55.3,24,283,87.1,22,6.8,324,89.9
2019,2,"Ricky Stenhouse, Jr.",2,27,18,1,28,17,0,52,52,16,30.8,7,128,39.4,1,0.3,324,87.6
2019,2,Erik Jones,15,8,7,5,24,13,4,88,84,42,47.7,2,204,62.8,0,0,325,84.3
2019,2,Daniel Suarez,5,13,10,4,22,12,-8,84,92,63,75,0,295,90.8,0,0,325,82.5
2019,2,Ryan Newman,13,11,13,5,27,14,-7,84,91,42,50,1,250,76.9,0,0,325,77.1
2019,2,Chris Buescher,30,20,9,6,30,17,9,95,86,38,40,1,143,44,0,0,325,74.9
2019,2,Alex Bowman,16,17,15,9,23,17,-1,79,80,21,26.6,0,81,24.9,0,0,325,71.5
2019,2,Daniel Hemric,28,16,20,4,31,16,12,97,85,29,29.9,10,149,45.9,0,0,324,71.3
2019,2,Paul Menard,14,21,14,5,25,18,-4,80,84,19,23.8,1,78,24,0,0,325,67.7
2019,2,Chase Elliott,22,15,19,4,22,14,-6,86,92,48,55.8,1,212,65.2,0,0,324,67.6
2019,2,William Byron,17,18,17,8,24,18,-8,74,82,14,18.9,2,39,12,0,0,325,62.3
2019,2,David Ragan,23,22,16,10,29,22,-1,79,80,11,13.9,0,13,4,0,0,325,59.5
2019,2,Ryan Preece,25,19,35,7,28,20,2,69,67,22,31.9,0,58,17.9,0,0,271,54.8
2019,2,Austin Dillon,10,24,21,8,29,24,-17,50,67,4,8,0,6,1.9,0,0,324,54.7
2019,2,Jimmie Johnson,11,25,24,11,27,24,-20,27,47,1,3.7,1,1,0.3,0,0,323,52.7
2019,2,Matt DiBenedetto,20,23,26,12,28,25,-12,53,65,4,7.5,1,6,1.9,0,0,322,48.7
2019,2,Ty Dillon,21,28,25,14,32,27,-2,33,35,0,0,1,1,0.3,0,0,323,46.4
2019,2,Bubba Wallace,29,29,27,16,31,28,4,20,16,0,0,0,0,0,0,0,322,43
2019,2,Michael McDowell,12,26,37,10,37,29,-30,23,53,4,17.4,4,5,1.5,0,0,222,41.7
2019,2,Corey LaJoie,24,30,29,19,32,30,-14,25,39,0,0,8,0,0,0,0,319,39.2
2019,2,Matt Tifft,31,31,28,10,32,30,-4,20,24,0,0,0,1,0.3,0,0,319,38.5
2019,2,Parker Kligerman,34,32,30,29,34,31,6,11,5,0,0,0,0,0,0,0,318,37
2019,2,Ross Chastain,32,35,31,31,35,33,0,4,4,0,0,2,0,0,0,0,313,32.8
2019,2,B.J. McLeod,37,34,32,32,37,33,5,11,6,0,0,2,0,0,0,0,313,30.8
2019,2,Landon Cassill,33,33,34,33,37,35,-3,7,10,0,0,0,0,0,0,0,284,28.2
2019,2,Cody Ware,36,36,33,33,36,35,4,5,1,0,0,0,0,0,0,0,303,27.3
2019,2,Garrett Smithley,35,37,36,35,37,37,-2,1,3,0,0,0,0,0,0,0,254,24.3
2019,1,William Byron,1,4,21,1,29,8,7,220,213,141,64.1,5,165,79.7,44,22.2,198,114
2019,1,Kyle Busch,31,2,2,1,31,6,58,249,191,183,73.5,4,189,91.3,37,17.9,207,109.2
2019,1,Matt DiBenedetto,9,1,28,1,26,10,15,256,241,203,79.3,8,151,73,49,25.8,190,105.3
2019,1,Erik Jones,28,5,3,2,31,12,26,304,278,164,54,10,143,69.1,0,0,207,93.5
2019,1,Kevin Harvick,3,8,26,2,34,10,-20,293,313,229,78.2,2,169,81.6,0,0,194,91.7
2019,1,Joey Logano,4,11,4,1,32,11,-10,313,323,232,74.1,3,165,79.7,11,5.3,207,91
2019,1,"Ricky Stenhouse, Jr.",5,16,13,1,35,11,-8,311,319,215,69.1,2,159,76.8,16,7.7,207,90.4
2019,1,Alex Bowman,2,3,11,1,34,11,53,245,192,104,42.5,8,137,66.2,0,0,207,89.9
2019,1,Jimmie Johnson,17,20,9,1,34,14,22,315,293,209,66.3,6,120,58,0,0,207,88.4
2019,1,Denny Hamlin,10,21,1,1,33,12,23,269,246,154,57.2,2,122,58.9,30,14.5,207,87.5
2019,1,Aric Almirola,8,10,32,1,31,13,-27,286,313,217,75.9,1,159,76.8,0,0,190,87.3
2019,1,Chase Elliott,18,6,17,4,36,13,38,300,262,159,53,6,144,69.6,0,0,200,87.2
2019,1,Clint Bowyer,6,18,20,2,33,12,-23,293,316,208,71,2,148,71.5,0,0,199,85.4
2019,1,Ryan Blaney,14,9,31,1,36,13,-18,268,286,182,67.9,0,143,69.1,13,6.8,190,78.6
2019,1,Daniel Suarez,23,7,33,1,31,15,-13,320,333,189,59.1,2,123,59.4,0,0,190,77.4
2019,1,Brad Keselowski,35,12,12,2,37,17,8,285,277,117,41,5,107,51.7,0,0,207,75.4
2019,1,Kyle Larson,26,19,7,3,39,19,-8,362,370,109,30.1,9,59,28.5,0,0,207,74.7
2019,1,Michael McDowell,34,27,5,1,38,19,15,273,258,107,39.2,5,79,38.2,2,1,207,72.1
2019,1,Paul Menard,7,31,29,4,38,20,-40,253,293,126,49.8,2,77,37.2,0,0,190,69.9
2019,1,David Ragan,24,33,30,4,37,23,-28,280,308,119,42.5,5,50,24.2,0,0,190,67.1
2019,1,Ryan Newman,19,13,14,5,38,20,-36,198,234,50,25.2,9,64,30.9,0,0,207,66
2019,1,Ty Dillon,22,22,6,4,38,22,-29,211,240,38,18,10,42,20.3,0,0,207,65.8
2019,1,Jamie McMurray,16,29,22,1,39,23,-18,221,239,75,33.9,7,52,25.1,4,2,198,62.8
2019,1,Ryan Preece,21,17,8,3,35,21,0,248,248,50,20.2,4,53,25.6,0,0,207,62.3
2019,1,Tyler Reddick,39,26,27,5,40,23,65,309,244,60,19.4,3,28,13.5,0,0,191,61.9
2019,1,Kurt Busch,12,39,25,1,40,31,-17,102,119,69,67.7,3,34,16.4,0,0,196,57.2
2019,1,"Martin Truex, Jr.",11,15,35,2,34,23,-22,175,197,74,42.3,4,31,15,0,0,190,56.8
2019,1,Daniel Hemric,29,24,34,1,39,23,19,252,233,48,19.1,6,34,16.4,1,0.5,190,55.4
2019,1,Landon Cassill,27,35,24,11,38,29,0,137,137,11,8,9,12,5.8,0,0,196,54.3
2019,1,Bubba Wallace,13,40,38,1,40,33,15,143,128,105,73.4,0,34,16.4,0,0,169,53.2
2019,1,Austin Dillon,20,14,16,13,35,23,-4,192,196,23,12,3,15,7.3,0,0,205,52.5
2019,1,Brendan Gaughan,30,28,23,7,36,28,-14,95,109,7,7.4,2,12,5.8,0,0,197,49.9
2019,1,Ross Chastain,36,34,10,9,39,31,7,63,56,7,11.1,4,21,10.1,0,0,207,49.1
2019,1,Matt Tifft,33,23,36,8,38,25,-8,196,204,13,6.6,4,11,5.3,0,0,190,48.3
2019,1,Parker Kligerman,25,25,15,7,37,29,-12,143,155,10,7,2,12,5.8,0,0,205,47.9
2019,1,Chris Buescher,15,32,37,6,38,29,-8,115,123,49,42.6,2,20,9.7,0,0,190,46.7
2019,1,B.J. McLeod,38,37,19,8,39,34,-12,72,84,4,5.6,0,6,2.9,0,0,200,37
2019,1,Corey LaJoie,32,38,18,11,40,36,-8,58,66,5,8.6,1,2,1,0,0,200,36.6
2019,1,Casey Mears,40,30,40,10,40,34,24,85,61,4,4.7,1,8,3.9,0,0,104,36.5
2019,1,Cody Ware,37,36,39,9,40,35,-12,44,56,4,9.1,0,5,2.4,0,0,155,25.7
